sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated	Sample
INDIV197_HUKAMAKO_2679_Dry2014	E. bieneusi	1135	0.192465592	Raw	FP	INDIV197
INDIV130_KIPAMBA_1254_Dry2013	E. bieneusi	1620	0.3201652274	Raw	FP	INDIV130
INDIV197_HUKAMAKO_2476_Dry2014	E. bieneusi	1065	0.3126704971	Raw	FP	INDIV197
INDIV162_HUKAMAKO_2477_Dry2014	E. bieneusi	1040	0.3243727711	Raw	FP	INDIV162
INDIV428_GIDERU_2614_Dry2014	E. bieneusi	1720	0.2646020145	Raw	FP	INDIV428
INDIV143_KIPAMBA_1278_Dry2013	E. bieneusi	3576	0.266595076	Raw	FP	INDIV143
INDIV269_HUKAMAKO_2487_Dry2014	E. bieneusi	2924	0.2576375965	Raw	FP	INDIV269
INDIV138_KIPAMBA_1268_Dry2013	E. bieneusi	2164	0.2342843907	Raw	FP	INDIV138
INDIV157_HUKAMAKO_1305_Dry2013	E. bieneusi	1620	0.2656535914	Raw	FP	INDIV157
INDIV158_HUKAMAKO_1307_Dry2013	E. bieneusi	1676	0.2751721447	Raw	FP	INDIV158
INDIV162_HUKAMAKO_1315_Dry2013	E. bieneusi	1127	0.2935760081	Raw	FP	INDIV162
INDIV379_HUKAMAKO_2507_Dry2014	E. bieneusi	1268	0.3480046437	Raw	FP	INDIV379
INDIV158_HUKAMAKO_2358_Dry2014	E. bieneusi	1302	0.291735735	Raw	FP	INDIV158
SAMPLE1653_HUKAMAKO_1653_Dry2014	E. bieneusi	1454	0.3640375746	Raw	FP	SAMPLE1653
SAMPLE1655_HUKAMAKO_1655_Dry2014	E. bieneusi	1812	0.3347210119	Raw	FP	SAMPLE1655
INDIV158_HUKAMAKO_2225_Dry2014	E. bieneusi	2769	0.6291776243	Raw	FP	INDIV158
INDIV159_HUKAMAKO_1530_Wet2014	E. bieneusi	1792	0.3489462525	Raw	FP	INDIV159
SAMPLE1654_HUKAMAKO_1654_Dry2014	E. bieneusi	1904	0.3189715187	Raw	FP	SAMPLE1654
INDIV157_HUKAMAKO_1527_Wet2014	E. bieneusi	1912	0.3682070804	Raw	FP	INDIV157
INDIV143_KIPAMBA_1278_Dry2013	E. bieneusi	1612	0.1255891877	Decontaminated	FP	INDIV143
INDIV269_HUKAMAKO_2487_Dry2014	E. bieneusi	1452	0.1320435716	Decontaminated	FP	INDIV269
INDIV158_HUKAMAKO_2225_Dry2014	E. bieneusi	1535	0.8229540587	Decontaminated	TP	INDIV158
INDIV58_SENGELI_1509_Wet2014	H. placei	1247	0.3105552648	Raw	FP	INDIV58
INDIV185_SENGELI_1518_Wet2014	H. placei	1339	0.2867095493	Raw	FP	INDIV185
INDIV88_SENGELI_1537_Wet2014	H. placei	1124	0.2895433532	Raw	FP	INDIV88
INDIV197_HUKAMAKO_1563_Wet2014	H. placei	1488	0.2790815747	Raw	FP	INDIV197
INDIV185_SENGELI_1556_Wet2014	H. placei	1721	0.2973654092	Raw	FP	INDIV185
INDIV89_SENGELI_1557_Wet2014	H. placei	1467	0.2991832805	Raw	FP	INDIV89
INDIV186_HUKAMAKO_1569_Wet2014	H. placei	1429	0.313514486	Raw	FP	INDIV186
INDIV84_SENGELI_1585_Wet2014	H. placei	1277	0.3094459675	Raw	FP	INDIV84
INDIV62_SENGELI_1112_Dry2013	H. placei	1984	0.3047854333	Raw	FP	INDIV62
INDIV85_SENGELI_1589_Wet2014	H. placei	1392	0.3102835187	Raw	FP	INDIV85
INDIV65_SENGELI_1587_Wet2014	H. placei	1183	0.3084184297	Raw	FP	INDIV65
INDIV70_SENGELI_1128_Dry2013	H. placei	2467	0.3034828619	Raw	FP	INDIV70
INDIV196_HUKAMAKO_1621_Wet2014	H. placei	1356	0.331344995	Raw	FP	INDIV196
INDIV199_SENGELI_1577_Wet2014	H. placei	1065	0.3295893798	Raw	FP	INDIV199
INDIV86_SENGELI_1160_Dry2013	H. placei	1008	0.3394075327	Raw	FP	INDIV86
INDIV82_SENGELI_1152_Dry2013	H. placei	1263	0.3193378354	Raw	FP	INDIV82
INDIV162_HUKAMAKO_1633_Wet2014	H. placei	1074	0.32741579	Raw	FP	INDIV162
INDIV158_HUKAMAKO_1567_Wet2014	H. placei	1001	0.2823173278	Raw	FP	INDIV158
INDIV93_HUKAMAKO_1628_Wet2014	H. placei	1416	0.316557906	Raw	FP	INDIV93
INDIV95_HUKAMAKO_1630_Wet2014	H. placei	1046	0.3408688247	Raw	FP	INDIV95
INDIV57_SENGELI_1102_Dry2013	H. placei	1055	0.3096327748	Raw	FP	INDIV57
INDIV54_SENGELI_1096_Dry2013	H. placei	1211	0.3385854313	Raw	FP	INDIV54
SAMPLE1640_SENGELI_1640_Dry2014	H. placei	1094	0.3298439395	Raw	FP	SAMPLE1640
SAMPLE1660_SENGELI_1660_Dry2014	H. placei	1370	0.3075873078	Raw	FP	SAMPLE1660
INDIV85_SENGELI_1551_Wet2014	H. placei	1121	0.2866639972	Raw	FP	INDIV85
INDIV89_SENGELI_1166_Dry2013	H. placei	1402	0.3002327877	Raw	FP	INDIV89
INDIV90_SENGELI_1168_Dry2013	H. placei	1046	0.2961076079	Raw	FP	INDIV90
INDIV93_HUKAMAKO_1531_Wet2014	H. placei	1818	0.2858610958	Raw	FP	INDIV93
INDIV162_HUKAMAKO_1526_Wet2014	H. placei	1547	0.2902424385	Raw	FP	INDIV162
INDIV197_HUKAMAKO_1525_Wet2014	H. placei	1167	0.2995282288	Raw	FP	INDIV197
INDIV97_HUKAMAKO_1188_Dry2013	H. placei	1819	0.285621157	Raw	FP	INDIV97
INDIV93_HUKAMAKO_1180_Dry2013	H. placei	1466	0.3115105257	Raw	FP	INDIV93
INDIV100_HUKAMAKO_1196_Dry2013	H. placei	1178	0.333860991	Raw	FP	INDIV100
INDIV259_MSAFIRI_1819_Dry2014	H. placei	1118	0.3047323778	Raw	FP	INDIV259
INDIV262_MSAFIRI_1822_Dry2014	H. placei	1641	0.2921178424	Raw	FP	INDIV262
INDIV313_GIDAMILANDA_1942_Dry2014	H. placei	1385	0.3327224503	Raw	FP	INDIV313
INDIV33_GIDAMILANDA_1951_Dry2014	H. placei	1908	0.2973908879	Raw	FP	INDIV33
INDIV268_HUKAMAKO_2189_Dry2014	H. placei	2974	0.3031098579	Raw	FP	INDIV268
INDIV306_SENGELI_2182_Dry2014	H. placei	1670	0.3050771001	Raw	FP	INDIV306
INDIV220_SAITOTI_1719_Dry2014	H. placei	1622	0.2903426098	Raw	FP	INDIV220
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	H. placei	1634	0.2999816823	Raw	FP	INDIV228
INDIV159_HUKAMAKO_2233_Dry2014	H. placei	1547	0.2796143387	Raw	FP	INDIV159
INDIV273_HUKAMAKO_2239_Dry2014	H. placei	1004	0.3064737926	Raw	FP	INDIV273
INDIV53_HUKAMAKO_2213_Dry2014	H. placei	1020	0.3239466112	Raw	FP	INDIV53
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	H. placei	1207	0.3226323716	Raw	FP	INDIV239
INDIV234_ENDAMANGA_SCHOOL_1733_Dry2014	H. placei	1658	0.3137623399	Raw	FP	INDIV234
INDIV97_HUKAMAKO_2273_Dry2014	H. placei	1381	0.3128834612	Raw	FP	INDIV97
INDIV379_HUKAMAKO_2297_Dry2014	H. placei	1399	0.3203574049	Raw	FP	INDIV379
INDIV243_MWAMUDU_1742_Dry2014	H. placei	1029	0.3082300546	Raw	FP	INDIV243
INDIV244_MWAMUDU_1743_Dry2014	H. placei	1274	0.2736498859	Raw	FP	INDIV244
INDIV78_BENJA_1770_Dry2014	H. placei	1520	0.3214150742	Raw	FP	INDIV78
INDIV288_EZEKILI_1776_Dry2014	H. placei	1822	0.2886271635	Raw	FP	INDIV288
INDIV290_EZEKILI_1778_Dry2014	H. placei	1561	0.3059865167	Raw	FP	INDIV290
INDIV248_EZEKILI_1780_Dry2014	H. placei	1237	0.3482301262	Raw	FP	INDIV248
INDIV296_GIDAMILANDA_1920_Dry2014	H. placei	1461	0.3072625248	Raw	FP	INDIV296
INDIV93_HUKAMAKO_2317_Dry2014	H. placei	1573	0.3258236876	Raw	FP	INDIV93
INDIV379_HUKAMAKO_2330_Dry2014	H. placei	1229	0.3250300222	Raw	FP	INDIV379
INDIV89_HUKAMAKO_2320_Dry2014	H. placei	1454	0.3187158	Raw	FP	INDIV89
INDIV248_EZEKILI_1797_Dry2014	H. placei	1158	0.3614294801	Raw	FP	INDIV248
INDIV36_GIDAMILANDA_1922_Dry2014	H. placei	1297	0.313410001	Raw	FP	INDIV36
INDIV348_SENGELI_2137_Dry2014	H. placei	1282	0.3280294566	Raw	FP	INDIV348
INDIV308_GIDAMILANDA_1935_Dry2014	H. placei	1298	0.3084746925	Raw	FP	INDIV308
INDIV361_SENGELI_2150_Dry2014	H. placei	1099	0.3350435237	Raw	FP	INDIV361
INDIV162_HUKAMAKO_2355_Dry2014	H. placei	1299	0.3190551901	Raw	FP	INDIV162
INDIV354_SENGELI_2143_Dry2014	H. placei	1734	0.3021744613	Raw	FP	INDIV354
INDIV269_HUKAMAKO_2677_Dry2014	H. placei	2514	0.2909405585	Raw	FP	INDIV269
INDIV268_HUKAMAKO_2673_Dry2014	H. placei	1810	0.3239778729	Raw	FP	INDIV268
INDIV94_HUKAMAKO_1182_Dry2013	H. placei	1030	0.3182992758	Raw	FP	INDIV94
INDIV107_HUKAMAKO_1210_Dry2013	H. placei	1541	0.3203645979	Raw	FP	INDIV107
INDIV103_HUKAMAKO_1202_Dry2013	H. placei	1208	0.3130007169	Raw	FP	INDIV103
INDIV424_GIDERU_2610_Dry2014	H. placei	1461	0.3207054901	Raw	FP	INDIV424
INDIV89_HUKAMAKO_2391_Dry2014	H. placei	1117	0.3246804597	Raw	FP	INDIV89
INDIV197_HUKAMAKO_2476_Dry2014	H. placei	1434	0.3165705003	Raw	FP	INDIV197
INDIV162_HUKAMAKO_2477_Dry2014	H. placei	1352	0.3175894552	Raw	FP	INDIV162
INDIV127_KIPAMBA_1249_Dry2013	H. placei	1263	0.3212943687	Raw	FP	INDIV127
INDIV437_GIDERU_2624_Dry2014	H. placei	1299	0.3160128186	Raw	FP	INDIV437
INDIV439_GIDERU_2626_Dry2014	H. placei	1161	0.3205248721	Raw	FP	INDIV439
INDIV273_HUKAMAKO_2488_Dry2014	H. placei	1080	0.3041043135	Raw	FP	INDIV273
INDIV268_HUKAMAKO_2483_Dry2014	H. placei	2388	0.3301124807	Raw	FP	INDIV268
INDIV135_KIPAMBA_1264_Dry2013	H. placei	1753	0.3002571802	Raw	FP	INDIV135
INDIV445_GIDERU_2632_Dry2014	H. placei	1199	0.2941697531	Raw	FP	INDIV445
INDIV279_HUKAMAKO_2492_Dry2014	H. placei	1048	0.3076845438	Raw	FP	INDIV279
INDIV162_HUKAMAKO_1315_Dry2013	H. placei	1783	0.2973403037	Raw	FP	INDIV162
INDIV78_HUKAMAKO_2674_Dry2014	H. placei	2664	0.3028101977	Raw	FP	INDIV78
SAMPLE1653_HUKAMAKO_1653_Dry2014	H. placei	1183	0.3119596296	Raw	FP	SAMPLE1653
INDIV158_HUKAMAKO_2225_Dry2014	H. placei	1703	0.2901747668	Raw	FP	INDIV158
INDIV159_HUKAMAKO_1530_Wet2014	H. placei	1366	0.2609301314	Raw	FP	INDIV159
INDIV189_HUKAMAKO_1529_Wet2014	H. ohiense_(nom._inval.)	9609	0.3369265772	Raw	FP	INDIV189
INDIV305_GIDAMILANDA_1932_Dry2014	H. ohiense_(nom._inval.)	2278	0.3585462477	Raw	FP	INDIV305
INDIV157_HUKAMAKO_1607_Wet2014	H. ohiense_(nom._inval.)	1276	0.3885420095	Raw	FP	INDIV157
INDIV187_HUKAMAKO_1597_Wet2014	H. ohiense_(nom._inval.)	1058	0.4104115058	Raw	FP	INDIV187
INDIV70_SENGELI_1128_Dry2013	H. ohiense_(nom._inval.)	3184	0.3582093151	Raw	FP	INDIV70
INDIV162_HUKAMAKO_1619_Wet2014	H. ohiense_(nom._inval.)	3237	0.3783541164	Raw	FP	INDIV162
INDIV33_ONOWAS_1054_Dry2013	H. ohiense_(nom._inval.)	4859	0.3676402516	Raw	FP	INDIV33
INDIV193_HUKAMAKO_1632_Wet2014	H. ohiense_(nom._inval.)	2832	0.387879397	Raw	FP	INDIV193
INDIV162_HUKAMAKO_1633_Wet2014	H. ohiense_(nom._inval.)	1593	0.4099747523	Raw	FP	INDIV162
INDIV157_HUKAMAKO_1634_Wet2014	H. ohiense_(nom._inval.)	10147	0.3399960397	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	H. ohiense_(nom._inval.)	8819	0.3371140116	Raw	FP	INDIV93
INDIV85_SENGELI_1158_Dry2013	H. ohiense_(nom._inval.)	2990	0.3787107428	Raw	FP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	H. ohiense_(nom._inval.)	1894	0.3916585913	Raw	FP	INDIV26
INDIV89_SENGELI_1166_Dry2013	H. ohiense_(nom._inval.)	5491	0.3654582903	Raw	FP	INDIV89
INDIV90_SENGELI_1168_Dry2013	H. ohiense_(nom._inval.)	5441	0.3565655509	Raw	FP	INDIV90
INDIV158_HUKAMAKO_1528_Wet2014	H. ohiense_(nom._inval.)	2421	0.3876143641	Raw	FP	INDIV158
INDIV186_HUKAMAKO_1522_Wet2014	H. ohiense_(nom._inval.)	1965	0.3990066747	Raw	FP	INDIV186
INDIV258_MSAFIRI_1818_Dry2014	H. ohiense_(nom._inval.)	1639	0.3933356152	Raw	FP	INDIV258
INDIV205_SAITOTI_1704_Dry2014	H. ohiense_(nom._inval.)	1441	0.359462472	Raw	FP	INDIV205
INDIV262_MSAFIRI_1822_Dry2014	H. ohiense_(nom._inval.)	6399	0.3917681438	Raw	FP	INDIV262
INDIV254_MSAFIRI_1814_Dry2014	H. ohiense_(nom._inval.)	3878	0.3697481946	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	H. ohiense_(nom._inval.)	10674	0.3468469399	Raw	FP	INDIV263
INDIV208_SAITOTI_1707_Dry2014	H. ohiense_(nom._inval.)	9029	0.3287511397	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	H. ohiense_(nom._inval.)	5438	0.3585476959	Raw	FP	INDIV310
INDIV256_MSAFIRI_1834_Dry2014	H. ohiense_(nom._inval.)	1262	0.3197393263	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	H. ohiense_(nom._inval.)	1915	0.3139741262	Raw	FP	INDIV255
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	H. ohiense_(nom._inval.)	2882	0.3816670138	Raw	FP	INDIV233
INDIV188_HUKAMAKO_1999_Dry2014	H. ohiense_(nom._inval.)	1537	0.4077554115	Raw	FP	INDIV188
INDIV280_HUKAMAKO_2261_Dry2014	H. ohiense_(nom._inval.)	5150	0.3429802428	Raw	FP	INDIV280
INDIV291_EZEKILI_1779_Dry2014	H. ohiense_(nom._inval.)	1695	0.4043764383	Raw	FP	INDIV291
INDIV295_GIDAMILANDA_1919_Dry2014	H. ohiense_(nom._inval.)	3355	0.34300681	Raw	FP	INDIV295
INDIV288_DOMANGA_2327_Dry2014	H. ohiense_(nom._inval.)	1628	0.4037996703	Raw	FP	INDIV288
INDIV297_GIDAMILANDA_1921_Dry2014	H. ohiense_(nom._inval.)	1692	0.3828011321	Raw	FP	INDIV297
INDIV250_EZEKILI_1802_Dry2014	H. ohiense_(nom._inval.)	1356	0.399378468	Raw	FP	INDIV250
INDIV253_MSAFIRI_1813_Dry2014	H. ohiense_(nom._inval.)	15075	0.3242818673	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	H. ohiense_(nom._inval.)	10181	0.3406281867	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	H. ohiense_(nom._inval.)	7065	0.3600770812	Raw	FP	INDIV352
INDIV130_KIPAMBA_1254_Dry2013	H. ohiense_(nom._inval.)	3673	0.3517369859	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	H. ohiense_(nom._inval.)	3834	0.3588010369	Raw	FP	INDIV428
INDIV269_HUKAMAKO_2487_Dry2014	H. ohiense_(nom._inval.)	3340	0.3634042732	Raw	FP	INDIV269
INDIV268_HUKAMAKO_2483_Dry2014	H. ohiense_(nom._inval.)	2055	0.3942412464	Raw	FP	INDIV268
INDIV157_HUKAMAKO_1527_Wet2014	H. ohiense_(nom._inval.)	3350	0.3692726561	Raw	FP	INDIV157
INDIV95_HUKAMAKO_1630_Wet2014	Mansonella_sp._'DEUX'	1113	0.8050710743	Raw	TP	INDIV95
INDIV162_HUKAMAKO_1558_Wet2014	Mansonella_sp._'DEUX'	3550	0.7492903323	Raw	FP	INDIV162
INDIV205_SAITOTI_1704_Dry2014	Mansonella_sp._'DEUX'	2303	0.7851024909	Raw	FP	INDIV205
INDIV208_SAITOTI_1707_Dry2014	Mansonella_sp._'DEUX'	6488	0.7523274723	Raw	FP	INDIV208
INDIV256_MSAFIRI_1834_Dry2014	Mansonella_sp._'DEUX'	5621	0.7413255334	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	Mansonella_sp._'DEUX'	7346	0.7297890227	Raw	FP	INDIV255
INDIV280_SAIDI_1853_Dry2014	Mansonella_sp._'DEUX'	8019	0.7092856522	Raw	FP	INDIV280
INDIV162_HUKAMAKO_1558_Wet2014	Mansonella_sp._'DEUX'	1115	0.7666092761	Decontaminated	FP	INDIV162
INDIV208_SAITOTI_1707_Dry2014	Mansonella_sp._'DEUX'	2223	0.7382656615	Decontaminated	FP	INDIV208
INDIV256_MSAFIRI_1834_Dry2014	Mansonella_sp._'DEUX'	1566	0.7520318313	Decontaminated	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	Mansonella_sp._'DEUX'	2242	0.7364075334	Decontaminated	FP	INDIV255
INDIV280_SAIDI_1853_Dry2014	Mansonella_sp._'DEUX'	2081	0.7325291227	Decontaminated	FP	INDIV280
INDIV58_SENGELI_1509_Wet2014	N. glabratus	2651	0.9720118328	Raw	TP	INDIV58
INDIV85_SENGELI_1589_Wet2014	N. glabratus	4088	0.9699690683	Raw	TP	INDIV85
INDIV65_SENGELI_1587_Wet2014	N. glabratus	1553	0.9846311187	Raw	TP	INDIV65
INDIV193_HUKAMAKO_1632_Wet2014	N. glabratus	82036	0.987242456	Raw	TP	INDIV193
INDIV371_HUKAMAKO_2193_Dry2014	N. glabratus	4993	0.9641775739	Raw	TP	INDIV371
INDIV107_HUKAMAKO_1210_Dry2013	N. glabratus	4450	0.9644632839	Raw	TP	INDIV107
INDIV58_SENGELI_1509_Wet2014	N. glabratus	2635	0.9733866325	Decontaminated	TP	INDIV58
INDIV85_SENGELI_1589_Wet2014	N. glabratus	4062	0.9718120492	Decontaminated	TP	INDIV85
INDIV65_SENGELI_1587_Wet2014	N. glabratus	1544	0.9859206279	Decontaminated	TP	INDIV65
INDIV193_HUKAMAKO_1632_Wet2014	N. glabratus	81599	0.9886323774	Decontaminated	TP	INDIV193
INDIV371_HUKAMAKO_2193_Dry2014	N. glabratus	4949	0.9671286376	Decontaminated	TP	INDIV371
INDIV107_HUKAMAKO_1210_Dry2013	N. glabratus	4402	0.9682549863	Decontaminated	TP	INDIV107
INDIV183_SENGELI_1510_Wet2014	P. univalens	1920	0.1396690398	Raw	FP	INDIV183
INDIV58_SENGELI_1509_Wet2014	P. univalens	2720	0.1300539294	Raw	FP	INDIV58
INDIV185_SENGELI_1518_Wet2014	P. univalens	1846	0.1390641598	Raw	FP	INDIV185
INDIV89_SENGELI_1520_Wet2014	P. univalens	1284	0.145799911	Raw	FP	INDIV89
INDIV188_SENGELI_1545_Wet2014	P. univalens	2100	0.1328100014	Raw	FP	INDIV188
INDIV80_SENGELI_1547_Wet2014	P. univalens	1119	0.1480385517	Raw	FP	INDIV80
INDIV197_HUKAMAKO_1563_Wet2014	P. univalens	1528	0.1425781659	Raw	FP	INDIV197
INDIV63_SENGELI_1553_Wet2014	P. univalens	1708	0.1369520445	Raw	FP	INDIV63
INDIV62_SENGELI_1554_Wet2014	P. univalens	1969	0.136313164	Raw	FP	INDIV62
INDIV185_SENGELI_1556_Wet2014	P. univalens	2451	0.1331308152	Raw	FP	INDIV185
INDIV89_SENGELI_1557_Wet2014	P. univalens	2054	0.1363553359	Raw	FP	INDIV89
INDIV157_HUKAMAKO_1565_Wet2014	P. univalens	1741	0.1396865272	Raw	FP	INDIV157
INDIV84_SENGELI_1585_Wet2014	P. univalens	1297	0.1432595146	Raw	FP	INDIV84
INDIV183_SENGELI_1580_Wet2014	P. univalens	1042	0.1496564137	Raw	FP	INDIV183
INDIV87_SENGELI_1596_Wet2014	P. univalens	1212	0.1488806936	Raw	FP	INDIV87
INDIV62_SENGELI_1112_Dry2013	P. univalens	1326	0.138158885	Raw	FP	INDIV62
INDIV63_SENGELI_1114_Dry2013	P. univalens	1173	0.146180975	Raw	FP	INDIV63
INDIV62_SENGELI_1593_Wet2014	P. univalens	1230	0.1483953157	Raw	FP	INDIV62
INDIV85_SENGELI_1589_Wet2014	P. univalens	2378	0.1308537535	Raw	FP	INDIV85
INDIV65_SENGELI_1587_Wet2014	P. univalens	2285	0.1318465254	Raw	FP	INDIV65
INDIV70_SENGELI_1128_Dry2013	P. univalens	1621	0.1439099048	Raw	FP	INDIV70
INDIV196_HUKAMAKO_1621_Wet2014	P. univalens	1092	0.1482044334	Raw	FP	INDIV196
INDIV58_SENGELI_1579_Wet2014	P. univalens	1184	0.147018598	Raw	FP	INDIV58
INDIV57_SENGELI_1578_Wet2014	P. univalens	1754	0.136702006	Raw	FP	INDIV57
INDIV180_SENGELI_1575_Wet2014	P. univalens	2431	0.1329947423	Raw	FP	INDIV180
INDIV193_HUKAMAKO_1632_Wet2014	P. univalens	1018	0.1507307377	Raw	FP	INDIV193
INDIV162_HUKAMAKO_1633_Wet2014	P. univalens	1165	0.1476007982	Raw	FP	INDIV162
INDIV157_HUKAMAKO_1634_Wet2014	P. univalens	1104	0.1486067241	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	P. univalens	1084	0.1528095139	Raw	FP	INDIV93
INDIV158_HUKAMAKO_1638_Wet2014	P. univalens	1868	0.1381723753	Raw	FP	INDIV158
INDIV191_SENGELI_1555_Wet2014	P. univalens	2054	0.1378769933	Raw	FP	INDIV191
SAMPLE1640_SENGELI_1640_Dry2014	P. univalens	1033	0.1509114096	Raw	FP	SAMPLE1640
SAMPLE1650_HUKAMAKO_1650_Dry2014	P. univalens	1255	0.1463288028	Raw	FP	SAMPLE1650
INDIV200_SENGELI_1546_Wet2014	P. univalens	1571	0.1388157198	Raw	FP	INDIV200
INDIV58_SENGELI_1543_Wet2014	P. univalens	1635	0.1400950627	Raw	FP	INDIV58
INDIV85_SENGELI_1551_Wet2014	P. univalens	1129	0.1467710053	Raw	FP	INDIV85
INDIV66_SENGELI_1548_Wet2014	P. univalens	1830	0.1357318272	Raw	FP	INDIV66
INDIV93_HUKAMAKO_1531_Wet2014	P. univalens	1425	0.1441988995	Raw	FP	INDIV93
INDIV162_HUKAMAKO_1526_Wet2014	P. univalens	2155	0.1314656854	Raw	FP	INDIV162
INDIV57_SENGELI_1539_Wet2014	P. univalens	1726	0.1394763385	Raw	FP	INDIV57
INDIV97_HUKAMAKO_1188_Dry2013	P. univalens	1422	0.1444230381	Raw	FP	INDIV97
INDIV188_SENGELI_1514_Wet2014	P. univalens	1025	0.1506006368	Raw	FP	INDIV188
INDIV258_MSAFIRI_1818_Dry2014	P. univalens	1654	0.1383082998	Raw	FP	INDIV258
INDIV259_MSAFIRI_1819_Dry2014	P. univalens	1367	0.1415246965	Raw	FP	INDIV259
INDIV204_SAITOTI_1703_Dry2014	P. univalens	1023	0.1507682309	Raw	FP	INDIV204
INDIV262_MSAFIRI_1822_Dry2014	P. univalens	1496	0.1412284091	Raw	FP	INDIV262
INDIV263_MSAFIRI_1823_Dry2014	P. univalens	1248	0.131837092	Raw	FP	INDIV263
INDIV207_SAITOTI_1706_Dry2014	P. univalens	1187	0.1489167559	Raw	FP	INDIV207
INDIV257_MSAFIRI_1817_Dry2014	P. univalens	1749	0.1386897708	Raw	FP	INDIV257
INDIV62_SENGELI_2152_Dry2014	P. univalens	1248	0.1677630586	Raw	FP	INDIV62
INDIV319_GIDAMILANDA_1948_Dry2014	P. univalens	1592	0.1407194955	Raw	FP	INDIV319
INDIV364_SENGELI_2155_Dry2014	P. univalens	1206	0.1450931251	Raw	FP	INDIV364
INDIV257_MSAFIRI_1831_Dry2014	P. univalens	2709	0.1284167431	Raw	FP	INDIV257
INDIV258_MSAFIRI_1832_Dry2014	P. univalens	1868	0.1366866593	Raw	FP	INDIV258
INDIV33_GIDAMILANDA_1951_Dry2014	P. univalens	1762	0.1394772492	Raw	FP	INDIV33
INDIV371_HUKAMAKO_2193_Dry2014	P. univalens	1322	0.1448253356	Raw	FP	INDIV371
INDIV220_SAITOTI_1719_Dry2014	P. univalens	1057	0.1479910587	Raw	FP	INDIV220
INDIV277_SAIDI_1852_Dry2014	P. univalens	1125	0.1507265144	Raw	FP	INDIV277
INDIV227_ENDAMANGA_SCHOOL_1726_Dry2014	P. univalens	1876	0.1384470837	Raw	FP	INDIV227
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	P. univalens	1878	0.1386467874	Raw	FP	INDIV228
INDIV231_ENDAMANGA_SCHOOL_1730_Dry2014	P. univalens	2556	0.1324248279	Raw	FP	INDIV231
INDIV159_HUKAMAKO_2233_Dry2014	P. univalens	1441	0.1418518178	Raw	FP	INDIV159
INDIV53_HUKAMAKO_2213_Dry2014	P. univalens	1058	0.1458113224	Raw	FP	INDIV53
INDIV232_ENDAMANGA_SCHOOL_1731_Dry2014	P. univalens	2628	0.1302494685	Raw	FP	INDIV232
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	P. univalens	1893	0.1391156973	Raw	FP	INDIV239
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	P. univalens	1745	0.1412931002	Raw	FP	INDIV240
INDIV241_ENDAMANGA_SCHOOL_1740_Dry2014	P. univalens	1677	0.139837621	Raw	FP	INDIV241
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	P. univalens	2226	0.1349259711	Raw	FP	INDIV233
INDIV234_ENDAMANGA_SCHOOL_1733_Dry2014	P. univalens	2136	0.1420857672	Raw	FP	INDIV234
INDIV235_ENDAMANGA_SCHOOL_1734_Dry2014	P. univalens	1146	0.147873503	Raw	FP	INDIV235
INDIV236_ENDAMANGA_SCHOOL_1735_Dry2014	P. univalens	2437	0.1355458565	Raw	FP	INDIV236
INDIV97_HUKAMAKO_2273_Dry2014	P. univalens	1705	0.1427653269	Raw	FP	INDIV97
INDIV243_MWAMUDU_1742_Dry2014	P. univalens	1137	0.1540786055	Raw	FP	INDIV243
INDIV244_MWAMUDU_1743_Dry2014	P. univalens	2132	0.1337075785	Raw	FP	INDIV244
INDIV34_GIDAMILANDA_1914_Dry2014	P. univalens	1503	0.1440338049	Raw	FP	INDIV34
INDIV35_GIDAMILANDA_1915_Dry2014	P. univalens	1545	0.1425749242	Raw	FP	INDIV35
INDIV290_EZEKILI_1778_Dry2014	P. univalens	2094	0.1388991241	Raw	FP	INDIV290
INDIV285_EZEKILI_1773_Dry2014	P. univalens	1293	0.1424446603	Raw	FP	INDIV285
INDIV89_HUKAMAKO_2320_Dry2014	P. univalens	1132	0.1428182541	Raw	FP	INDIV89
INDIV297_GIDAMILANDA_1921_Dry2014	P. univalens	1305	0.1486078617	Raw	FP	INDIV297
INDIV348_SENGELI_2137_Dry2014	P. univalens	1121	0.1477524661	Raw	FP	INDIV348
