sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated	Sample
SAMPLE1650_HUKAMAKO_1650_Dry2014	Blastocystis_sp._subtype_3	12531	0.9323725212	Decontaminated	TP	SAMPLE1650
SAMPLE1651_HUKAMAKO_1651_Dry2014	Blastocystis_sp._subtype_2	4798	0.9644738928	Decontaminated	TP	SAMPLE1651
INDIV187_HUKAMAKO_1561_Wet2014	Blastocystis_sp._subtype_1	1512	0.9832713421	Decontaminated	TP	INDIV187
INDIV65_SENGELI_1118_Dry2013	Blastocystis_sp._subtype_3	11094	0.9348253542	Decontaminated	TP	INDIV65
INDIV364_SENGELI_1124_Dry2013	Blastocystis_sp._subtype_3	14811	0.9447903083	Decontaminated	TP	INDIV364
SAMPLE1660_SENGELI_1660_Dry2014	Blastocystis_sp._subtype_1	106464	0.9357223261	Decontaminated	TP	SAMPLE1660
INDIV58_SENGELI_1543_Wet2014	Blastocystis_sp._subtype_3	3617	0.9718308335	Decontaminated	TP	INDIV58
SAMPLE1662_SENGELI_1662_Dry2014	Blastocystis_sp._subtype_3	186302	0.9874534178	Decontaminated	TP	SAMPLE1662
INDIV181_SENGELI_1541_Wet2014	Blastocystis_sp._subtype_1	6227	0.9593189548	Decontaminated	TP	INDIV181
INDIV85_SENGELI_1551_Wet2014	Blastocystis_sp._subtype_2	24753	0.9514084188	Decontaminated	TP	INDIV85
INDIV84_SENGELI_1156_Dry2013	Blastocystis_sp._subtype_1	18611	0.9090482015	Decontaminated	TP	INDIV84
INDIV85_SENGELI_1158_Dry2013	Blastocystis_sp._subtype_2	130162	0.9800831624	Decontaminated	TP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	Blastocystis_sp._subtype_2	7294	0.9530376921	Decontaminated	TP	INDIV26
INDIV89_SENGELI_1166_Dry2013	Blastocystis_sp._subtype_1	45340	0.9255972402	Decontaminated	TP	INDIV89
INDIV90_SENGELI_1168_Dry2013	Blastocystis_sp._subtype_1	1132	0.9878942408	Decontaminated	TP	INDIV90
INDIV180_SENGELI_1540_Wet2014	Blastocystis_sp._subtype_2	10218	0.9336906029	Decontaminated	TP	INDIV180
INDIV93_HUKAMAKO_1531_Wet2014	Blastocystis_sp._subtype_2	37563	0.9635191473	Decontaminated	TP	INDIV93
INDIV158_HUKAMAKO_1528_Wet2014	Blastocystis_sp._subtype_2	9586	0.9427149235	Decontaminated	TP	INDIV158
INDIV162_HUKAMAKO_1526_Wet2014	Blastocystis_sp._subtype_2	47579	0.9661871141	Decontaminated	TP	INDIV162
INDIV197_HUKAMAKO_1525_Wet2014	Blastocystis_sp._subtype_3	1691	0.9834069343	Decontaminated	TP	INDIV197
INDIV57_SENGELI_1539_Wet2014	Blastocystis_sp._subtype_1	3245	0.9741477595	Decontaminated	TP	INDIV57
INDIV87_SENGELI_1538_Wet2014	Blastocystis_sp._subtype_1	21267	0.9083478632	Decontaminated	TP	INDIV87
INDIV97_HUKAMAKO_1188_Dry2013	Blastocystis_sp._subtype_2	81025	0.9750076343	Decontaminated	TP	INDIV97
INDIV82_HUKAMAKO_1194_Dry2013	Blastocystis_sp._subtype_3	48128	0.97570178	Decontaminated	TP	INDIV82
INDIV93_HUKAMAKO_1180_Dry2013	Blastocystis_sp._subtype_1	10024	0.941487665	Decontaminated	TP	INDIV93
INDIV95_HUKAMAKO_1524_Wet2014	Blastocystis_sp._subtype_3	2399	0.978072624	Decontaminated	TP	INDIV95
INDIV187_HUKAMAKO_1523_Wet2014	Blastocystis_sp._subtype_1	1900	0.9812375263	Decontaminated	TP	INDIV187
INDIV186_HUKAMAKO_1522_Wet2014	Blastocystis_sp._subtype_1	1378	0.9825805403	Decontaminated	TP	INDIV186
INDIV70_SENGELI_1519_Wet2014	Blastocystis_sp._subtype_1	5143	0.9629578523	Decontaminated	TP	INDIV70
INDIV100_HUKAMAKO_1196_Dry2013	Blastocystis_sp._subtype_3	12837	0.9333259947	Decontaminated	TP	INDIV100
INDIV101_HUKAMAKO_1198_Dry2013	Blastocystis_sp._subtype_2	94609	0.9764018185	Decontaminated	TP	INDIV101
INDIV84_SENGELI_1512_Wet2014	Blastocystis_sp._subtype_1	5058	0.9528793595	Decontaminated	TP	INDIV84
INDIV181_SENGELI_1507_Wet2014	Blastocystis_sp._subtype_1	16520	0.9151093566	Decontaminated	TP	INDIV181
INDIV57_SENGELI_1506_Wet2014	Blastocystis_sp._subtype_3	5069	0.9567053531	Decontaminated	TP	INDIV57
INDIV180_SENGELI_1504_Wet2014	Blastocystis_sp._subtype_2	9581	0.936599098	Decontaminated	TP	INDIV180
INDIV258_MSAFIRI_1818_Dry2014	Blastocystis_sp._subtype_3	5209	0.9568434577	Decontaminated	TP	INDIV258
INDIV259_MSAFIRI_1819_Dry2014	Blastocystis_sp._subtype_3	23298	0.9561021894	Decontaminated	TP	INDIV259
INDIV262_MSAFIRI_1822_Dry2014	Blastocystis_sp._subtype_2	6019	0.9562750834	Decontaminated	TP	INDIV262
INDIV254_MSAFIRI_1814_Dry2014	Blastocystis_sp._subtype_3	21770	0.9594730666	Decontaminated	TP	INDIV254
INDIV207_SAITOTI_1706_Dry2014	Blastocystis_sp._subtype_3	4430	0.9674093699	Decontaminated	TP	INDIV207
INDIV255_MSAFIRI_1815_Dry2014	Blastocystis_sp._subtype_2	3522	0.9730733675	Decontaminated	TP	INDIV255
INDIV256_MSAFIRI_1816_Dry2014	Blastocystis_sp._subtype_3	20724	0.9517976983	Decontaminated	TP	INDIV256
INDIV257_MSAFIRI_1817_Dry2014	Blastocystis_sp._subtype_3	7497	0.9462776172	Decontaminated	TP	INDIV257
INDIV365_SENGELI_2156_Dry2014	Blastocystis_sp._subtype_3	6908	0.9509385138	Decontaminated	TP	INDIV365
INDIV62_SENGELI_2152_Dry2014	Blastocystis_sp._subtype_3	1417	0.9872068274	Decontaminated	TP	INDIV62
INDIV363_SENGELI_2154_Dry2014	Blastocystis_sp._subtype_1	6049	0.9479152803	Decontaminated	TP	INDIV363
INDIV364_SENGELI_2155_Dry2014	Blastocystis_sp._subtype_3	4948	0.9551823231	Decontaminated	TP	INDIV364
INDIV313_GIDAMILANDA_1942_Dry2014	Blastocystis_sp._subtype_2	67017	0.9745204804	Decontaminated	TP	INDIV313
INDIV209_SAITOTI_1708_Dry2014	Blastocystis_sp._subtype_3	22397	0.9557405322	Decontaminated	TP	INDIV209
INDIV257_MSAFIRI_1831_Dry2014	Blastocystis_sp._subtype_1	1849	0.983014675	Decontaminated	TP	INDIV257
INDIV33_GIDAMILANDA_1951_Dry2014	Blastocystis_sp._subtype_2	130210	0.9786817716	Decontaminated	TP	INDIV33
INDIV95_HUKAMAKO_2185_Dry2014	Blastocystis_sp._subtype_2	87662	0.9773304486	Decontaminated	TP	INDIV95
INDIV268_HUKAMAKO_2189_Dry2014	Blastocystis_sp._subtype_2	19473	0.9491070012	Decontaminated	TP	INDIV268
INDIV306_SENGELI_2182_Dry2014	Blastocystis_sp._subtype_2	6283	0.9533353827	Decontaminated	TP	INDIV306
INDIV227_ENDAMANGA_SCHOOL_1726_Dry2014	Blastocystis_sp._subtype_2	66515	0.9695593626	Decontaminated	TP	INDIV227
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	Blastocystis_sp._subtype_2	42602	0.9601366525	Decontaminated	TP	INDIV228
INDIV271_SAIDI_1866_Dry2014	Blastocystis_sp._subtype_1	6177	0.9426616854	Decontaminated	TP	INDIV271
INDIV224_SAITOTI_1723_Dry2014	Blastocystis_sp._subtype_2	21349	0.9523870718	Decontaminated	TP	INDIV224
INDIV372_HUKAMAKO_2221_Dry2014	Blastocystis_sp._subtype_2	4562	0.967187241	Decontaminated	TP	INDIV372
INDIV159_HUKAMAKO_2233_Dry2014	Blastocystis_sp._subtype_2	62074	0.9722310244	Decontaminated	TP	INDIV159
INDIV273_HUKAMAKO_2239_Dry2014	Blastocystis_sp._subtype_1	12770	0.9287775877	Decontaminated	TP	INDIV273
INDIV271_HUKAMAKO_2205_Dry2014	Blastocystis_sp._subtype_1	17550	0.905385976	Decontaminated	TP	INDIV271
INDIV84_SENGELI_1974_Dry2014	Blastocystis_sp._subtype_1	1030	0.9898600684	Decontaminated	TP	INDIV84
INDIV277_HUKAMAKO_2249_Dry2014	Blastocystis_sp._subtype_2	9929	0.9296373135	Decontaminated	TP	INDIV277
INDIV53_HUKAMAKO_2213_Dry2014	Blastocystis_sp._subtype_1	1476	0.9879641616	Decontaminated	TP	INDIV53
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	Blastocystis_sp._subtype_2	16082	0.9168212778	Decontaminated	TP	INDIV239
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	Blastocystis_sp._subtype_1	1079	0.9846125093	Decontaminated	TP	INDIV240
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	Blastocystis_sp._subtype_3	21286	0.9499189842	Decontaminated	TP	INDIV233
INDIV234_ENDAMANGA_SCHOOL_1733_Dry2014	Blastocystis_sp._subtype_3	2510	0.9603236603	Decontaminated	TP	INDIV234
INDIV235_ENDAMANGA_SCHOOL_1734_Dry2014	Blastocystis_sp._subtype_1	2419	0.9749212601	Decontaminated	TP	INDIV235
INDIV97_HUKAMAKO_2273_Dry2014	Blastocystis_sp._subtype_1	1509	0.9854068115	Decontaminated	TP	INDIV97
INDIV188_HUKAMAKO_1999_Dry2014	Blastocystis_sp._subtype_3	1676	0.9869920494	Decontaminated	TP	INDIV188
INDIV197_HUKAMAKO_2277_Dry2014	Blastocystis_sp._subtype_2	3494	0.9617365042	Decontaminated	TP	INDIV197
INDIV162_HUKAMAKO_2281_Dry2014	Blastocystis_sp._subtype_2	1032	0.985503249	Decontaminated	TP	INDIV162
INDIV379_HUKAMAKO_2297_Dry2014	Blastocystis_sp._subtype_2	19337	0.946787604	Decontaminated	TP	INDIV379
INDIV329_HUKAMAKO_2310_Dry2014	Blastocystis_sp._subtype_2	7279	0.9417348653	Decontaminated	TP	INDIV329
INDIV185_HUKAMAKO_2311_Dry2014	Blastocystis_sp._subtype_3	4872	0.9658303446	Decontaminated	TP	INDIV185
INDIV327_HUKAMAKO_2308_Dry2014	Blastocystis_sp._subtype_2	18894	0.9471080444	Decontaminated	TP	INDIV327
INDIV78_BENJA_1770_Dry2014	Blastocystis_sp._subtype_3	300621	0.9886879944	Decontaminated	TP	INDIV78
INDIV288_EZEKILI_1776_Dry2014	Blastocystis_sp._subtype_3	47295	0.9664637073	Decontaminated	TP	INDIV288
INDIV35_GIDAMILANDA_1915_Dry2014	Blastocystis_sp._subtype_2	4500	0.9563253466	Decontaminated	TP	INDIV35
INDIV290_EZEKILI_1778_Dry2014	Blastocystis_sp._subtype_2	36726	0.9632716363	Decontaminated	TP	INDIV290
INDIV248_EZEKILI_1780_Dry2014	Blastocystis_sp._subtype_2	199704	0.9819818652	Decontaminated	TP	INDIV248
INDIV285_EZEKILI_1773_Dry2014	Blastocystis_sp._subtype_1	10598	0.9319127033	Decontaminated	TP	INDIV285
INDIV288_DOMANGA_2327_Dry2014	Blastocystis_sp._subtype_1	5723	0.9602596197	Decontaminated	TP	INDIV288
INDIV93_HUKAMAKO_2317_Dry2014	Blastocystis_sp._subtype_1	79719	0.9324391035	Decontaminated	TP	INDIV93
INDIV379_HUKAMAKO_2330_Dry2014	Blastocystis_sp._subtype_1	52552	0.9303761817	Decontaminated	TP	INDIV379
INDIV89_HUKAMAKO_2320_Dry2014	Blastocystis_sp._subtype_1	1742	0.9841613434	Decontaminated	TP	INDIV89
INDIV248_EZEKILI_1797_Dry2014	Blastocystis_sp._subtype_2	164668	0.9804464899	Decontaminated	TP	INDIV248
INDIV248_EZEKILI_1798_Dry2014	Blastocystis_sp._subtype_2	67927	0.9721444265	Decontaminated	TP	INDIV248
INDIV297_GIDAMILANDA_1921_Dry2014	Blastocystis_sp._subtype_3	18777	0.9491290668	Decontaminated	TP	INDIV297
INDIV36_GIDAMILANDA_1922_Dry2014	Blastocystis_sp._subtype_2	13820	0.9236962764	Decontaminated	TP	INDIV36
INDIV269_HUKAMAKO_2337_Dry2014	Blastocystis_sp._subtype_1	691891	0.9391445958	Decontaminated	TP	INDIV269
INDIV273_HUKAMAKO_2338_Dry2014	Blastocystis_sp._subtype_1	15073	0.9188983989	Decontaminated	TP	INDIV273
INDIV348_SENGELI_2137_Dry2014	Blastocystis_sp._subtype_2	84615	0.976149616	Decontaminated	TP	INDIV348
INDIV277_HUKAMAKO_2340_Dry2014	Blastocystis_sp._subtype_3	30674	0.9680816597	Decontaminated	TP	INDIV277
INDIV349_SENGELI_2138_Dry2014	Blastocystis_sp._subtype_1	4981	0.9631469106	Decontaminated	TP	INDIV349
INDIV278_HUKAMAKO_2341_Dry2014	Blastocystis_sp._subtype_1	24492	0.91242576	Decontaminated	TP	INDIV278
INDIV279_HUKAMAKO_2342_Dry2014	Blastocystis_sp._subtype_3	14630	0.9445870061	Decontaminated	TP	INDIV279
INDIV268_HUKAMAKO_2332_Dry2014	Blastocystis_sp._subtype_1	402439	0.9379249985	Decontaminated	TP	INDIV268
INDIV371_HUKAMAKO_2333_Dry2014	Blastocystis_sp._subtype_3	134522	0.96995435	Decontaminated	TP	INDIV371
INDIV306_GIDAMILANDA_1933_Dry2014	Blastocystis_sp._subtype_1	2963	0.9677266775	Decontaminated	TP	INDIV306
INDIV308_GIDAMILANDA_1935_Dry2014	Blastocystis_sp._subtype_3	234938	0.9893198698	Decontaminated	TP	INDIV308
INDIV325_HUKAMAKO_2348_Dry2014	Blastocystis_sp._subtype_1	5568	0.9586856152	Decontaminated	TP	INDIV325
INDIV275_HUKAMAKO_2352_Dry2014	Blastocystis_sp._subtype_1	3186	0.9748315232	Decontaminated	TP	INDIV275
INDIV360_SENGELI_2149_Dry2014	Blastocystis_sp._subtype_1	6119	0.9571483234	Decontaminated	TP	INDIV360
INDIV280_HUKAMAKO_2343_Dry2014	Blastocystis_sp._subtype_2	8446	0.937337527	Decontaminated	TP	INDIV280
INDIV329_HUKAMAKO_2353_Dry2014	Blastocystis_sp._subtype_1	8748	0.9435492959	Decontaminated	TP	INDIV329
INDIV361_SENGELI_2150_Dry2014	Blastocystis_sp._subtype_1	74117	0.9241541803	Decontaminated	TP	INDIV361
INDIV197_HUKAMAKO_2354_Dry2014	Blastocystis_sp._subtype_1	33369	0.9239723012	Decontaminated	TP	INDIV197
INDIV61_SENGELI_2151_Dry2014	Blastocystis_sp._subtype_3	18406	0.9563758019	Decontaminated	TP	INDIV61
INDIV162_HUKAMAKO_2355_Dry2014	Blastocystis_sp._subtype_1	29512	0.9216160464	Decontaminated	TP	INDIV162
INDIV352_SENGELI_2141_Dry2014	Blastocystis_sp._subtype_3	2714	0.9484220549	Decontaminated	TP	INDIV352
INDIV354_SENGELI_2143_Dry2014	Blastocystis_sp._subtype_2	3447	0.9697968194	Decontaminated	TP	INDIV354
INDIV355_SENGELI_2144_Dry2014	Blastocystis_sp._subtype_2	128236	0.9782684739	Decontaminated	TP	INDIV355
INDIV93_HUKAMAKO_2660_Dry2014	Blastocystis_sp._subtype_1	55558	0.9285775061	Decontaminated	TP	INDIV93
INDIV185_HUKAMAKO_2661_Dry2014	Blastocystis_sp._subtype_3	25368	0.9629971851	Decontaminated	TP	INDIV185
INDIV87_SENGELI_1162_Dry2013	Blastocystis_sp._subtype_1	19894	0.9074224357	Decontaminated	TP	INDIV87
INDIV88_SENGELI_1164_Dry2013	Blastocystis_sp._subtype_3	52952	0.9786047774	Decontaminated	TP	INDIV88
INDIV269_HUKAMAKO_2677_Dry2014	Blastocystis_sp._subtype_2	8192	0.9477296418	Decontaminated	TP	INDIV269
INDIV268_HUKAMAKO_2673_Dry2014	Blastocystis_sp._subtype_2	3059	0.9740681132	Decontaminated	TP	INDIV268
INDIV97_HUKAMAKO_2646_Dry2014	Blastocystis_sp._subtype_1	17862	0.9115889322	Decontaminated	TP	INDIV97
INDIV275_HUKAMAKO_2641_Dry2014	Blastocystis_sp._subtype_1	4220	0.9676599716	Decontaminated	TP	INDIV275
INDIV94_HUKAMAKO_1182_Dry2013	Blastocystis_sp._subtype_2	56378	0.9718939873	Decontaminated	TP	INDIV94
INDIV270_HUKAMAKO_2669_Dry2014	Blastocystis_sp._subtype_2	3205	0.966436432	Decontaminated	TP	INDIV270
INDIV158_HUKAMAKO_2656_Dry2014	Blastocystis_sp._subtype_1	23575	0.9140169582	Decontaminated	TP	INDIV158
INDIV372_HUKAMAKO_2666_Dry2014	Blastocystis_sp._subtype_2	1644	0.9793966936	Decontaminated	TP	INDIV372
INDIV185_HUKAMAKO_2379_Dry2014	Blastocystis_sp._subtype_2	22275	0.9325546121	Decontaminated	TP	INDIV185
INDIV107_HUKAMAKO_1210_Dry2013	Blastocystis_sp._subtype_3	2028	0.9796318573	Decontaminated	TP	INDIV107
INDIV95_HUKAMAKO_2654_Dry2014	Blastocystis_sp._subtype_1	19534	0.9061644869	Decontaminated	TP	INDIV95
INDIV103_HUKAMAKO_1202_Dry2013	Blastocystis_sp._subtype_2	195198	0.9811343087	Decontaminated	TP	INDIV103
INDIV422_GIDERU_2608_Dry2014	Blastocystis_sp._subtype_3	1750	0.9817981949	Decontaminated	TP	INDIV422
INDIV424_GIDERU_2610_Dry2014	Blastocystis_sp._subtype_1	3366	0.9742259173	Decontaminated	TP	INDIV424
INDIV95_HUKAMAKO_2444_Dry2014	Blastocystis_sp._subtype_2	14513	0.9310009053	Decontaminated	TP	INDIV95
INDIV95_HUKAMAKO_2445_Dry2014	Blastocystis_sp._subtype_2	14786	0.9322089077	Decontaminated	TP	INDIV95
INDIV95_HUKAMAKO_2446_Dry2014	Blastocystis_sp._subtype_2	15802	0.9365237786	Decontaminated	TP	INDIV95
INDIV427_GIDERU_2613_Dry2014	Blastocystis_sp._subtype_1	27474	0.9188784845	Decontaminated	TP	INDIV427
INDIV93_HUKAMAKO_2395_Dry2014	Blastocystis_sp._subtype_1	5356	0.9619055093	Decontaminated	TP	INDIV93
INDIV95_HUKAMAKO_2399_Dry2014	Blastocystis_sp._subtype_1	31502	0.9212749259	Decontaminated	TP	INDIV95
INDIV116_KIPAMBA_1235_Dry2013	Blastocystis_sp._subtype_3	2180	0.980773307	Decontaminated	TP	INDIV116
INDIV93_HUKAMAKO_2475_Dry2014	Blastocystis_sp._subtype_1	51782	0.9288744641	Decontaminated	TP	INDIV93
INDIV197_HUKAMAKO_2476_Dry2014	Blastocystis_sp._subtype_3	199623	0.9877405654	Decontaminated	TP	INDIV197
INDIV162_HUKAMAKO_2477_Dry2014	Blastocystis_sp._subtype_3	287454	0.9881698572	Decontaminated	TP	INDIV162
INDIV429_GIDERU_2616_Dry2014	Blastocystis_sp._subtype_3	16540	0.9506953633	Decontaminated	TP	INDIV429
INDIV129_KIPAMBA_1252_Dry2013	Blastocystis_sp._subtype_2	10798	0.9369036065	Decontaminated	TP	INDIV129
INDIV127_KIPAMBA_1249_Dry2013	Blastocystis_sp._subtype_2	1545	0.9810568161	Decontaminated	TP	INDIV127
INDIV372_HUKAMAKO_2479_Dry2014	Blastocystis_sp._subtype_3	174091	0.986978904	Decontaminated	TP	INDIV372
INDIV371_HUKAMAKO_2484_Dry2014	Blastocystis_sp._subtype_3	6139	0.9189396052	Decontaminated	TP	INDIV371
INDIV437_GIDERU_2624_Dry2014	Blastocystis_sp._subtype_3	47151	0.9768569763	Decontaminated	TP	INDIV437
INDIV438_GIDERU_2625_Dry2014	Blastocystis_sp._subtype_3	19068	0.9562895555	Decontaminated	TP	INDIV438
INDIV439_GIDERU_2626_Dry2014	Blastocystis_sp._subtype_3	20688	0.9584493494	Decontaminated	TP	INDIV439
INDIV273_HUKAMAKO_2488_Dry2014	Blastocystis_sp._subtype_3	54728	0.9792508034	Decontaminated	TP	INDIV273
INDIV275_HUKAMAKO_2489_Dry2014	Blastocystis_sp._subtype_3	31464	0.9693389928	Decontaminated	TP	INDIV275
INDIV158_HUKAMAKO_2480_Dry2014	Blastocystis_sp._subtype_3	120821	0.9860210832	Decontaminated	TP	INDIV158
INDIV433_GIDERU_2620_Dry2014	Blastocystis_sp._subtype_1	5525	0.960643679	Decontaminated	TP	INDIV433
INDIV270_HUKAMAKO_2482_Dry2014	Blastocystis_sp._subtype_3	140816	0.9868939214	Decontaminated	TP	INDIV270
INDIV268_HUKAMAKO_2483_Dry2014	Blastocystis_sp._subtype_2	91305	0.9762909637	Decontaminated	TP	INDIV268
INDIV135_KIPAMBA_1264_Dry2013	Blastocystis_sp._subtype_2	24285	0.9472835233	Decontaminated	TP	INDIV135
INDIV278_HUKAMAKO_2491_Dry2014	Blastocystis_sp._subtype_3	26218	0.9644626173	Decontaminated	TP	INDIV278
INDIV445_GIDERU_2632_Dry2014	Blastocystis_sp._subtype_2	126311	0.9795567041	Decontaminated	TP	INDIV445
INDIV97_HUKAMAKO_2496_Dry2014	Blastocystis_sp._subtype_1	22023	0.908347669	Decontaminated	TP	INDIV97
INDIV325_HUKAMAKO_2500_Dry2014	Blastocystis_sp._subtype_1	18318	0.9091370559	Decontaminated	TP	INDIV325
INDIV277_HUKAMAKO_2501_Dry2014	Blastocystis_sp._subtype_1	22261	0.9099722341	Decontaminated	TP	INDIV277
INDIV371_HUKAMAKO_2678_Dry2014	Blastocystis_sp._subtype_3	3075	0.9630100888	Decontaminated	TP	INDIV371
INDIV279_HUKAMAKO_2492_Dry2014	Blastocystis_sp._subtype_3	52506	0.978548075	Decontaminated	TP	INDIV279
INDIV280_HUKAMAKO_2493_Dry2014	Blastocystis_sp._subtype_3	32201	0.9713825034	Decontaminated	TP	INDIV280
INDIV159_HUKAMAKO_1309_Dry2013	Blastocystis_sp._subtype_1	1788	0.9857750788	Decontaminated	TP	INDIV159
INDIV162_HUKAMAKO_1315_Dry2013	Blastocystis_sp._subtype_1	1240	0.9311850488	Decontaminated	TP	INDIV162
INDIV279_HUKAMAKO_2644_Dry2014	Blastocystis_sp._subtype_1	7711	0.9506632673	Decontaminated	TP	INDIV279
INDIV379_HUKAMAKO_2507_Dry2014	Blastocystis_sp._subtype_1	286742	0.9385738955	Decontaminated	TP	INDIV379
INDIV86_HUKAMAKO_2510_Dry2014	Blastocystis_sp._subtype_1	55532	0.9281604573	Decontaminated	TP	INDIV86
INDIV273_HUKAMAKO_2640_Dry2014	Blastocystis_sp._subtype_1	6065	0.9585861264	Decontaminated	TP	INDIV273
INDIV78_HUKAMAKO_2674_Dry2014	Blastocystis_sp._subtype_2	17422	0.9439550809	Decontaminated	TP	INDIV78
INDIV277_HUKAMAKO_2642_Dry2014	Blastocystis_sp._subtype_1	16270	0.9178612833	Decontaminated	TP	INDIV277
INDIV185_HUKAMAKO_2512_Dry2014	Blastocystis_sp._subtype_1	66132	0.9330635625	Decontaminated	TP	INDIV185
INDIV330_HUKAMAKO_2670_Dry2014	Blastocystis_sp._subtype_3	5169	0.9660104781	Decontaminated	TP	INDIV330
INDIV333_HUKAMAKO_2672_Dry2014	Blastocystis_sp._subtype_3	2516	0.9785516592	Decontaminated	TP	INDIV333
INDIV329_HUKAMAKO_2503_Dry2014	Blastocystis_sp._subtype_1	11939	0.9293895351	Decontaminated	TP	INDIV329
INDIV89_HUKAMAKO_2504_Dry2014	Blastocystis_sp._subtype_1	11532	0.932371127	Decontaminated	TP	INDIV89
INDIV278_HUKAMAKO_2643_Dry2014	Blastocystis_sp._subtype_1	7453	0.9517316191	Decontaminated	TP	INDIV278
INDIV158_HUKAMAKO_2358_Dry2014	Blastocystis_sp._subtype_1	13543	0.9273370434	Decontaminated	TP	INDIV158
INDIV330_HUKAMAKO_2361_Dry2014	Blastocystis_sp._subtype_1	572979	0.9409953846	Decontaminated	TP	INDIV330
INDIV333_HUKAMAKO_2369_Dry2014	Blastocystis_sp._subtype_1	807013	0.940888307	Decontaminated	TP	INDIV333
INDIV372_HUKAMAKO_2357_Dry2014	Blastocystis_sp._subtype_1	23755	0.914803012	Decontaminated	TP	INDIV372
SAMPLE1653_HUKAMAKO_1653_Dry2014	Blastocystis_sp._subtype_1	30131	0.9224933878	Decontaminated	TP	SAMPLE1653
INDIV158_HUKAMAKO_2225_Dry2014	Blastocystis_sp._subtype_3	4158	0.842278051	Decontaminated	TP	INDIV158
INDIV159_HUKAMAKO_1530_Wet2014	Blastocystis_sp._subtype_1	1234	0.9853398881	Decontaminated	TP	INDIV159
SAMPLE1654_HUKAMAKO_1654_Dry2014	Blastocystis_sp._subtype_1	23586	0.9142538654	Decontaminated	TP	SAMPLE1654
INDIV157_HUKAMAKO_1527_Wet2014	Blastocystis_sp._subtype_3	1976	0.9842472773	Decontaminated	TP	INDIV157
INDIV205_SAITOTI_1704_Dry2014	B. timori	1347	0.1884924693	Raw	FP	INDIV205
INDIV207_SAITOTI_1706_Dry2014	B. timori	1528	0.3313216474	Raw	FP	INDIV207
INDIV208_SAITOTI_1707_Dry2014	B. timori	1143	0.1909012648	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	B. timori	1203	0.1786910564	Raw	FP	INDIV310
INDIV209_SAITOTI_1708_Dry2014	B. timori	1227	0.4848705558	Raw	FP	INDIV209
INDIV255_MSAFIRI_1833_Dry2014	B. timori	1184	0.1767443461	Raw	FP	INDIV255
INDIV280_HUKAMAKO_2261_Dry2014	B. timori	1570	0.2696014975	Raw	FP	INDIV280
INDIV295_GIDAMILANDA_1919_Dry2014	B. timori	1104	0.1827229265	Raw	FP	INDIV295
INDIV309_GIDAMILANDA_1936_Dry2014	B. timori	1129	0.1725177189	Raw	FP	INDIV309
INDIV172_KIPAMBA_1344_Dry2013	B. timori	1443	0.2883516727	Raw	FP	INDIV172
INDIV428_GIDERU_2614_Dry2014	B. timori	1043	0.1674087322	Raw	FP	INDIV428
INDIV143_KIPAMBA_1278_Dry2013	B. timori	1772	0.1872239663	Raw	FP	INDIV143
INDIV269_HUKAMAKO_2487_Dry2014	B. timori	1051	0.2303859224	Raw	FP	INDIV269
INDIV138_KIPAMBA_1268_Dry2013	B. timori	1371	0.199380568	Raw	FP	INDIV138
INDIV365_SENGELI_2156_Dry2014	C. albicans	5536	0.9514862091	Raw	TP	INDIV365
INDIV62_SENGELI_2152_Dry2014	C. albicans	63113	0.9734776813	Raw	TP	INDIV62
INDIV243_MWAMUDU_1742_Dry2014	C. tropicalis	1052	0.9808347008	Raw	TP	INDIV243
INDIV371_HUKAMAKO_2333_Dry2014	C. albicans	1699	0.9749801755	Raw	TP	INDIV371
INDIV308_GIDAMILANDA_1935_Dry2014	C. albicans	3545	0.9670711114	Raw	TP	INDIV308
INDIV355_SENGELI_2144_Dry2014	C. albicans	108539	0.9836692178	Raw	TP	INDIV355
INDIV86_HUKAMAKO_2651_Dry2014	C. albicans	1272	0.9804732059	Raw	TP	INDIV86
INDIV53_HUKAMAKO_2652_Dry2014	C. albicans	1138	0.9777494236	Raw	TP	INDIV53
INDIV371_HUKAMAKO_2484_Dry2014	C. albicans	8148	0.9448470431	Raw	TP	INDIV371
INDIV365_SENGELI_2156_Dry2014	C. albicans	5290	0.9670985451	Decontaminated	TP	INDIV365
INDIV62_SENGELI_2152_Dry2014	C. albicans	61290	0.9813355788	Decontaminated	TP	INDIV62
INDIV243_MWAMUDU_1742_Dry2014	C. tropicalis	1120	0.9485467081	Decontaminated	TP	INDIV243
INDIV371_HUKAMAKO_2333_Dry2014	C. albicans	1646	0.9821986155	Decontaminated	TP	INDIV371
INDIV308_GIDAMILANDA_1935_Dry2014	C. albicans	3430	0.9763961591	Decontaminated	TP	INDIV308
INDIV355_SENGELI_2144_Dry2014	C. albicans	106420	0.9883031459	Decontaminated	TP	INDIV355
INDIV86_HUKAMAKO_2651_Dry2014	C. albicans	1228	0.98782845	Decontaminated	TP	INDIV86
