Dataset	sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated
Iceman	Iceman	C. purpurea	2300	0.9912392833	Decontaminated	TP
Iceman	Iceman	C. purpurea	2342	0.9857967002	Raw	TP
Madagascar	SRR7658680	C. goldi	1088	0.6508454483	Raw	FP
Madagascar	SRR7658635	C. goldi	1012	0.6416375814	Raw	FP
Pigs	9021-17	C. goldi	2197	0.6339154535	Raw	FP
Madagascar	SRR7658614	C. goldi	1253	0.6335251184	Raw	FP
Madagascar	SRR7658630	C. goldi	1183	0.6328384379	Raw	FP
Pigs	8004-17	C. goldi	1233	0.6319509679	Raw	FP
Human	BRS2	C. goldi	1256	0.6290485553	Raw	FP
Human	Zape1	C. goldi	1723	0.6270166877	Raw	FP
Madagascar	SRR7658683	C. goldi	1133	0.6251214843	Raw	FP
Human	UT43	C. goldi	1795	0.6158163071	Raw	FP
Pigs	4028-17	C. goldi	1041	0.6018859933	Raw	FP
Human	BRS4	C. goldi	2665	0.5977578764	Raw	FP
Madagascar	SRR7658597	C. goldi	1715	0.5954984068	Raw	FP
Madagascar	SRR7658580	C. goldi	1489	0.5948553771	Raw	FP
Madagascar	SRR7658623	C. goldi	1664	0.5927057438	Raw	FP
Pigs	9013-17	C. goldi	1461	0.5909988575	Raw	FP
Madagascar	SRR7658678	C. goldi	1389	0.5908697868	Raw	FP
Madagascar	SRR7658679	C. goldi	1559	0.5897461214	Raw	FP
Pigs	6012-17	C. goldi	1277	0.58812194	Raw	FP
Madagascar	SRR7658582	C. goldi	1356	0.5751385089	Raw	FP
Madagascar	SRR7658602	C. goldi	1993	0.5741600682	Raw	FP
Madagascar	SRR7658600	C. goldi	2079	0.5715206256	Raw	FP
Pigs	9017-17	C. goldi	14332	0.5708213016	Raw	FP
Madagascar	SRR7658648	C. goldi	2846	0.5651236433	Raw	FP
Pigs	9022-17	C. goldi	1414	0.5646954219	Raw	FP
Madagascar	SRR7658657	C. goldi	2316	0.5618576806	Raw	FP
Madagascar	SRR7658616	C. goldi	2389	0.5612356098	Raw	FP
Pigs	9020-17	C. goldi	2850	0.5603000269	Raw	FP
Madagascar	SRR7658644	C. goldi	3701	0.5594152645	Raw	FP
Madagascar	SRR7658676	C. goldi	2520	0.5591759296	Raw	FP
Madagascar	SRR7658660	C. goldi	1937	0.5569975369	Raw	FP
Madagascar	SRR7658637	C. goldi	2350	0.5562464898	Raw	FP
Madagascar	SRR7658652	C. goldi	3107	0.5555007442	Raw	FP
Pigs	9028-17	C. goldi	2961	0.5540961042	Raw	FP
Pigs	2014-17	C. goldi	2889	0.5539134879	Raw	FP
Madagascar	SRR7658591	C. goldi	3687	0.5519284906	Raw	FP
Pigs	2020-17	C. goldi	2078	0.5508402305	Raw	FP
Madagascar	SRR7658592	C. goldi	1823	0.5506320121	Raw	FP
Madagascar	SRR7658687	C. goldi	2094	0.5502568177	Raw	FP
Madagascar	SRR7658608	C. goldi	4293	0.5496771343	Raw	FP
Madagascar	SRR7658631	C. goldi	3729	0.5447118867	Raw	FP
Human	Zape3	C. goldi	4632	0.5376828241	Raw	FP
Madagascar	SRR7658622	C. goldi	4678	0.533424586	Raw	FP
Madagascar	SRR7658639	C. goldi	4413	0.532887917	Raw	FP
Hallstatt	HS2604	C. goldi	4108	0.5322536751	Raw	FP
Madagascar	SRR7658607	C. goldi	4223	0.5279263016	Raw	FP
Madagascar	SRR7658604	C. goldi	4815	0.5255791125	Raw	FP
Madagascar	SRR7658586	C. goldi	5289	0.5227070576	Raw	FP
Madagascar	SRR7658641	C. goldi	4516	0.5221555683	Raw	FP
Madagascar	SRR7658642	C. goldi	5044	0.5202206336	Raw	FP
Madagascar	SRR7658628	C. goldi	5726	0.5112813123	Raw	FP
Madagascar	SRR7658617	C. goldi	3414	0.5105666827	Raw	FP
Pigs	9029-17	C. goldi	4481	0.5098749581	Raw	FP
Madagascar	SRR7658653	C. goldi	5746	0.5097211148	Raw	FP
Madagascar	SRR7658636	C. goldi	7460	0.5096129942	Raw	FP
Madagascar	SRR7658669	C. goldi	7348	0.5077844662	Raw	FP
Pigs	9027-17	C. goldi	4506	0.506299358	Raw	FP
Madagascar	SRR7658633	C. goldi	7328	0.5053241312	Raw	FP
Madagascar	SRR7658606	C. goldi	7972	0.5038059256	Raw	FP
Madagascar	SRR7658584	C. goldi	8917	0.5035592854	Raw	FP
Pigs	4023-17	C. goldi	5916	0.4987544274	Raw	FP
Madagascar	SRR7658677	C. goldi	10998	0.4975750559	Raw	FP
Madagascar	SRR7658632	C. goldi	6011	0.4895715194	Raw	FP
Pigs	9016-17	C. goldi	2204	0.4867398214	Raw	FP
Madagascar	SRR7658665	C. goldi	13538	0.4858954725	Raw	FP
Madagascar	SRR7658668	C. goldi	10109	0.484710643	Raw	FP
Madagascar	SRR7658656	C. goldi	8996	0.4802994268	Raw	FP
Madagascar	SRR7658643	C. goldi	9556	0.4770966548	Raw	FP
Madagascar	SRR7658661	C. goldi	16753	0.4770214873	Raw	FP
Madagascar	SRR7658682	C. goldi	13355	0.4769468613	Raw	FP
Pigs	9030-17	C. goldi	9108	0.4763542648	Raw	FP
Madagascar	SRR7658672	C. goldi	10737	0.4758549725	Raw	FP
Madagascar	SRR7658645	C. goldi	11532	0.4739035739	Raw	FP
Dogs	Zape2	C. goldi	14143	0.4730499534	Raw	FP
Human	Zape_29	C. goldi	24434	0.471789371	Raw	FP
Madagascar	SRR7658649	C. goldi	13271	0.4717254974	Raw	FP
Madagascar	SRR7658627	C. goldi	17335	0.4696422678	Raw	FP
Madagascar	SRR7658662	C. goldi	17435	0.4652753822	Raw	FP
Madagascar	SRR7658658	C. goldi	16146	0.4630413314	Raw	FP
Madagascar	SRR7658655	C. goldi	21066	0.4580031797	Raw	FP
Madagascar	SRR7658590	C. goldi	17402	0.4569546624	Raw	FP
Madagascar	SRR7658624	C. goldi	18308	0.4529134343	Raw	FP
Madagascar	SRR7658594	C. goldi	20710	0.4526612687	Raw	FP
Human	Zape2	C. goldi	24883	0.4479575669	Raw	FP
Madagascar	SRR7658585	C. goldi	18004	0.4479177079	Raw	FP
Madagascar	SRR7658670	C. goldi	30663	0.4464891113	Raw	FP
Madagascar	SRR7658664	C. goldi	38800	0.4458059335	Raw	FP
Madagascar	SRR7658646	C. goldi	34519	0.4412537189	Raw	FP
Madagascar	SRR7658675	C. goldi	26970	0.4383190858	Raw	FP
Madagascar	SRR7658650	C. goldi	34756	0.4292033603	Raw	FP
Iceman	Iceman	C. goldi	1074	0.4289195926	Raw	FP
Madagascar	SRR7658583	C. goldi	35912	0.4257636078	Raw	FP
Pigs	6011-17	C. goldi	1630	0.4250109247	Raw	FP
Madagascar	SRR7658667	C. goldi	39940	0.4199635329	Raw	FP
Pigs	4024-17	C. goldi	2253	0.3216953042	Raw	FP
Pigs	6013-17	C. goldi	1703	0.2816403755	Raw	FP
Pigs	2003-17	D. hansenii	2695	0.9971347085	Decontaminated	TP
Pigs	2006-17	D. hansenii	6105	0.9946366155	Decontaminated	TP
Human	S2133	D. hansenii	1293	0.9811420009	Decontaminated	TP
Human	S2133	D. hansenii	1292	0.9811253667	Raw	TP
Human	S2132	D. hansenii	1969	0.9800233141	Raw	TP
Human	S2132	D. hansenii	1974	0.9797679804	Decontaminated	TP
Pigs	2006-17	D. hansenii	6097	0.9432099854	Raw	TP
Pigs	2003-17	D. hansenii	2692	0.9409519634	Raw	TP
Human	RGA001	D. latus	1075	0.9965257903	Raw	TP
Human	RGA001	D. latus	1074	0.9965220917	Decontaminated	TP
Dogs	Solarolo	D. dendriticum	1052	0.9991710127	Raw	TP
Hallstatt	HS2611	D. dendriticum	1651	0.998300066	Raw	TP
Dogs	Solarolo	D. dendriticum	1060	0.9982854653	Decontaminated	TP
Hallstatt	HS2611	D. dendriticum	1655	0.9981917102	Decontaminated	TP
Hallstatt	HS2611	D. viviparus	1022	0.6083270233	Decontaminated	FP
Dogs	YRK001	D. viviparus	1008	0.602559509	Decontaminated	FP
Dogs	Solarolo	D. viviparus	1653	0.5791723092	Decontaminated	FP
Human	Zape2	D. caninum	1222	0.1952100961	Raw	FP
Pigs	6014-17	E. canadensis	1113	0.5826891071	Raw	FP
Pigs	6009-17	E. canadensis	1136	0.5816022754	Raw	FP
Pigs	7011-17	E. canadensis	1097	0.5815795069	Raw	FP
Pigs	7001-17	E. canadensis	1032	0.5797122405	Raw	FP
Pigs	3202-17	E. canadensis	1135	0.5794178815	Raw	FP
Dogs	YRK001	E. canadensis	1301	0.5755163539	Raw	FP
Pigs	5004-17	E. canadensis	1155	0.5754313295	Raw	FP
Pigs	5019-17	E. canadensis	1040	0.5754233514	Raw	FP
Pigs	6020-17	E. canadensis	1124	0.5725909998	Raw	FP
Pigs	8030-17	E. canadensis	1187	0.5713934768	Raw	FP
Pigs	6018-17	E. canadensis	1032	0.56985949	Raw	FP
Pigs	7010-17	E. canadensis	1334	0.5675698371	Raw	FP
Pigs	9001-17	E. canadensis	1028	0.567225616	Raw	FP
Pigs	9022-17	E. canadensis	1153	0.5655436812	Raw	FP
Pigs	6005-17	E. canadensis	1316	0.5653012989	Raw	FP
Pigs	4023-17	E. canadensis	1211	0.5630286972	Raw	FP
Pigs	4028-17	E. canadensis	1295	0.5618689362	Raw	FP
Pigs	4031-17	E. canadensis	1449	0.5614045478	Raw	FP
Pigs	4032-17	E. canadensis	1117	0.5610942893	Raw	FP
Pigs	6013-17	E. canadensis	1102	0.5592367789	Raw	FP
Pigs	4034-17	E. canadensis	1052	0.559161317	Raw	FP
Pigs	5032-17	E. canadensis	1297	0.5587540853	Raw	FP
Pigs	4030-17	E. canadensis	1515	0.5565767645	Raw	FP
Pigs	5015-17	E. canadensis	1127	0.555281708	Raw	FP
Pigs	3218-17	E. canadensis	1313	0.5546532095	Raw	FP
Pigs	1039-17	E. canadensis	1110	0.5544060052	Raw	FP
Pigs	7009-17	E. canadensis	1603	0.5523788829	Raw	FP
Pigs	4036-17	E. canadensis	1501	0.5513600463	Raw	FP
Pigs	2006-17	E. canadensis	1063	0.5490789355	Raw	FP
Pigs	3209-17	E. canadensis	1710	0.5485536688	Raw	FP
Pigs	4026-17	E. canadensis	1413	0.5478850163	Raw	FP
Pigs	3215-17	E. canadensis	1181	0.5473769547	Raw	FP
Pigs	5011-17	E. canadensis	1455	0.5470676247	Raw	FP
Pigs	9003-17	E. canadensis	1820	0.5459528083	Raw	FP
Pigs	4035-17	E. canadensis	1805	0.5458155294	Raw	FP
Pigs	5041-17	E. canadensis	1696	0.5449244817	Raw	FP
Pigs	3207-17	E. canadensis	1489	0.5448736655	Raw	FP
Pigs	2014-17	E. canadensis	1804	0.5427182123	Raw	FP
Pigs	3201-17	E. canadensis	1663	0.5415699534	Raw	FP
Pigs	3203-17	E. canadensis	1340	0.5382615601	Raw	FP
Pigs	6007-17	E. canadensis	2046	0.5379622193	Raw	FP
Pigs	5035-17	E. canadensis	1506	0.5376505452	Raw	FP
Pigs	1033-17	E. canadensis	1752	0.5352325979	Raw	FP
Pigs	5025-17	E. canadensis	2050	0.5342319888	Raw	FP
Pigs	7002-17	E. canadensis	2129	0.5340974078	Raw	FP
Dogs	Solarolo	E. canadensis	1306	0.5333209269	Raw	FP
Pigs	4007-17	E. canadensis	2154	0.5317196265	Raw	FP
Pigs	9029-17	E. canadensis	1262	0.5301137507	Raw	FP
Pigs	5036-17	E. canadensis	1858	0.5290076289	Raw	FP
Pigs	7004-17	E. canadensis	2235	0.5284753696	Raw	FP
Pigs	1031-17	E. canadensis	1808	0.5279296784	Raw	FP
Pigs	8020-17	E. canadensis	2471	0.5261337737	Raw	FP
Pigs	7003-17	E. canadensis	2152	0.5229981515	Raw	FP
Pigs	4037-17	E. canadensis	2395	0.5229189702	Raw	FP
Pigs	6001-17	E. canadensis	2749	0.5215460804	Raw	FP
Pigs	1029-17	E. canadensis	2373	0.5208413755	Raw	FP
Pigs	4002-17	E. canadensis	2966	0.5185698018	Raw	FP
Pigs	1041-17	E. canadensis	1821	0.5180896282	Raw	FP
Pigs	1043-17	E. canadensis	2003	0.5178010194	Raw	FP
Pigs	4001-17	E. canadensis	2744	0.517407437	Raw	FP
Pigs	9013-17	E. canadensis	2450	0.5170373396	Raw	FP
Pigs	8036-17	E. canadensis	1825	0.5142698197	Raw	FP
Pigs	5027-17	E. canadensis	3043	0.5140576294	Raw	FP
Pigs	4025-17	E. canadensis	2774	0.51306917	Raw	FP
Pigs	6011-17	E. canadensis	3382	0.5129681712	Raw	FP
Pigs	8026-17	E. canadensis	3186	0.5116527051	Raw	FP
Pigs	3204-17	E. canadensis	2418	0.5112217666	Raw	FP
Pigs	3210-17	E. canadensis	2735	0.506815675	Raw	FP
Pigs	1037-17	E. canadensis	3180	0.5053665357	Raw	FP
Pigs	1019-17	E. canadensis	3109	0.5030775688	Raw	FP
Pigs	5037-17	E. canadensis	2374	0.5028861954	Raw	FP
Pigs	1025-17	E. canadensis	3558	0.4985828319	Raw	FP
Pigs	4024-17	E. canadensis	4725	0.4984302746	Raw	FP
Pigs	1003-17	E. canadensis	3454	0.497603336	Raw	FP
Pigs	7006-17	E. canadensis	3666	0.4964842716	Raw	FP
Pigs	3206-17	E. canadensis	3811	0.4950359208	Raw	FP
Pigs	5026-17	E. canadensis	4603	0.4917164119	Raw	FP
Pigs	1017-17	E. canadensis	3972	0.4917129581	Raw	FP
Pigs	5008-17	E. canadensis	4043	0.4909130655	Raw	FP
Pigs	5028-17	E. canadensis	4101	0.4874341212	Raw	FP
Pigs	1027-17	E. canadensis	4396	0.4872910787	Raw	FP
Pigs	3220-17	E. canadensis	3478	0.4862390958	Raw	FP
Pigs	6015-17	E. canadensis	2918	0.4850915116	Raw	FP
Pigs	1021-17	E. canadensis	4541	0.4836916148	Raw	FP
Pigs	1011-17	E. canadensis	4527	0.4819254714	Raw	FP
Pigs	5007-17	E. canadensis	4454	0.481729304	Raw	FP
Pigs	1015-17	E. canadensis	4202	0.4812804581	Raw	FP
Pigs	8018-17	E. canadensis	1246	0.481162003	Raw	FP
Pigs	3217-17	E. canadensis	5009	0.4753456644	Raw	FP
Pigs	1035-17	E. canadensis	5264	0.4730196013	Raw	FP
Pigs	1005-17	E. canadensis	5946	0.4688991535	Raw	FP
Pigs	5029-17	E. canadensis	7098	0.4685197143	Raw	FP
Pigs	5012-17	E. canadensis	6883	0.4622806315	Raw	FP
Pigs	8012-17	E. canadensis	1460	0.4610792282	Raw	FP
Pigs	1001-17	E. canadensis	2868	0.4570423049	Raw	FP
Pigs	1023-17	E. canadensis	7823	0.4564665738	Raw	FP
Pigs	5001-17	E. canadensis	2602	0.4555728267	Raw	FP
Pigs	1007-17	E. canadensis	7648	0.4532830386	Raw	FP
Pigs	6016-17	E. canadensis	7589	0.4526563135	Raw	FP
Pigs	8016-17	E. canadensis	1896	0.4422886216	Raw	FP
Pigs	8014-17	E. canadensis	4035	0.4227398314	Raw	FP
Pigs	9020-17	E. brunetti	1346	0.2229951667	Raw	FP
Pigs	9014-17	E. brunetti	1574	0.2142745545	Raw	FP
Pigs	7002-17	E. brunetti	1364	0.2129952508	Raw	FP
Pigs	4001-17	E. brunetti	1056	0.2078319449	Raw	FP
Pigs	8008-17	E. brunetti	1261	0.2068033677	Raw	FP
Pigs	7016-17	E. brunetti	1036	0.2064054396	Raw	FP
Pigs	4034-17	E. brunetti	1204	0.2060104973	Raw	FP
Pigs	8002-17	E. brunetti	1279	0.1997916558	Raw	FP
Pigs	8004-17	E. brunetti	1680	0.198709887	Raw	FP
Pigs	4023-17	E. brunetti	1268	0.1974009969	Raw	FP
Pigs	4025-17	E. brunetti	1867	0.1962187199	Raw	FP
Pigs	9024-17	E. brunetti	1050	0.1960918621	Raw	FP
Pigs	5019-17	E. brunetti	1120	0.1960813543	Raw	FP
Pigs	9015-17	E. brunetti	1353	0.19232895	Raw	FP
Pigs	6014-17	E. brunetti	1871	0.1892134935	Raw	FP
Pigs	8006-17	E. brunetti	1945	0.1866405866	Raw	FP
Pigs	4007-17	E. brunetti	1172	0.1862119556	Raw	FP
Pigs	6021-17	E. brunetti	1274	0.1855435898	Raw	FP
Pigs	4024-17	E. brunetti	2129	0.1827844607	Raw	FP
Pigs	6015-17	E. brunetti	2285	0.1819705876	Raw	FP
Pigs	9022-17	E. brunetti	2036	0.180054348	Raw	FP
Pigs	9016-17	E. brunetti	1746	0.1721736192	Raw	FP
Pigs	2009-17	E. brunetti	3187	0.1709617932	Raw	FP
Pigs	7012-17	E. brunetti	1275	0.1673009577	Raw	FP
Pigs	2010-17	E. brunetti	1299	0.1672946203	Raw	FP
Pigs	6016-17	E. brunetti	2879	0.1666269566	Raw	FP
Pigs	7003-17	E. brunetti	1975	0.1665693693	Raw	FP
Pigs	6018-17	E. brunetti	1084	0.162769378	Raw	FP
Pigs	3212-17	E. brunetti	1013	0.1597194884	Raw	FP
Pigs	6005-17	E. brunetti	2521	0.1595769039	Raw	FP
Pigs	6008-17	E. brunetti	1233	0.1541352797	Raw	FP
Pigs	2008-17	E. brunetti	1996	0.1484443703	Raw	FP
Pigs	6007-17	E. brunetti	1742	0.1151272645	Raw	FP
Pigs	6004-17	E. brunetti	1335	0.1132186495	Raw	FP
Pigs	6010-17	E. brunetti	1476	0.1116838727	Raw	FP
Pigs	9030-17	E. dispar	1246	0.271016767	Raw	FP
Madagascar	SRR7658645	E. dispar	1037	0.2490029282	Raw	FP
Madagascar	SRR7658643	E. dispar	1373	0.2462775021	Raw	FP
Madagascar	SRR7658665	E. dispar	1226	0.2250859128	Raw	FP
Madagascar	SRR7658677	E. dispar	1121	0.2220621752	Raw	FP
Madagascar	SRR7658668	E. dispar	1227	0.216114108	Raw	FP
Madagascar	SRR7658590	E. dispar	1418	0.2154004259	Raw	FP
Madagascar	SRR7658661	E. dispar	1548	0.2151078251	Raw	FP
Madagascar	SRR7658670	E. dispar	2678	0.2125418228	Raw	FP
Madagascar	SRR7658682	E. dispar	1017	0.2112130347	Raw	FP
Madagascar	SRR7658662	E. dispar	1366	0.2111551893	Raw	FP
Madagascar	SRR7658624	E. dispar	1138	0.2109212954	Raw	FP
Madagascar	SRR7658655	E. dispar	1423	0.2106141288	Raw	FP
Human	Zape2	E. dispar	2329	0.2093836097	Raw	FP
Madagascar	SRR7658594	E. dispar	1406	0.2081016096	Raw	FP
Madagascar	SRR7658658	E. dispar	1203	0.2061823272	Raw	FP
Madagascar	SRR7658675	E. dispar	1764	0.2050124804	Raw	FP
Madagascar	SRR7658627	E. dispar	1716	0.2050034701	Raw	FP
Human	Zape_29	E. dispar	1670	0.2009202844	Raw	FP
Madagascar	SRR7658650	E. dispar	2436	0.2003071356	Raw	FP
Madagascar	SRR7658585	E. dispar	2162	0.1995340603	Raw	FP
Madagascar	SRR7658667	E. dispar	3114	0.1993129952	Raw	FP
Madagascar	SRR7658646	E. dispar	2565	0.1980392615	Raw	FP
Madagascar	SRR7658664	E. dispar	3231	0.1961686177	Raw	FP
Madagascar	SRR7658583	E. dispar	2730	0.1900146178	Raw	FP
Madagascar	SRR7658641	E. histolytica	1680	0.09247070262	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	E. histolytica	2666	0.08313912056	Raw	FP
Human	UT30	E. vermicularis	1102	0.8906649431	Raw	TP
Madagascar	SRR7658582	E. vermicularis	1031	0.5702661456	Raw	FP
Pigs	9016-17	E. vermicularis	1091	0.567717285	Raw	FP
Madagascar	SRR7658657	E. vermicularis	1111	0.5647463318	Raw	FP
Human	UT43	E. vermicularis	1125	0.5643073371	Raw	FP
Madagascar	SRR7658676	E. vermicularis	1202	0.5566587699	Raw	FP
Madagascar	SRR7658648	E. vermicularis	1657	0.5545501666	Raw	FP
Madagascar	SRR7658602	E. vermicularis	1186	0.5523444521	Raw	FP
Madagascar	SRR7658600	E. vermicularis	1205	0.5491067188	Raw	FP
Madagascar	SRR7658637	E. vermicularis	1159	0.5430525047	Raw	FP
Pigs	9017-17	E. vermicularis	1561	0.5427736465	Raw	FP
Pigs	2020-17	E. vermicularis	1464	0.5372362228	Raw	FP
Madagascar	SRR7658644	E. vermicularis	2121	0.5365031773	Raw	FP
Pigs	9020-17	E. vermicularis	1740	0.534828671	Raw	FP
Pigs	2014-17	E. vermicularis	1429	0.5348263812	Raw	FP
Madagascar	SRR7658592	E. vermicularis	1145	0.533341618	Raw	FP
Madagascar	SRR7658687	E. vermicularis	1489	0.5326094262	Raw	FP
Madagascar	SRR7658631	E. vermicularis	1831	0.5270759941	Raw	FP
Pigs	9028-17	E. vermicularis	1865	0.5207680126	Raw	FP
Madagascar	SRR7658641	E. vermicularis	2261	0.5186976176	Raw	FP
Hallstatt	HS2604	E. vermicularis	1783	0.5091107596	Raw	FP
Madagascar	SRR7658639	E. vermicularis	2574	0.5072320497	Raw	FP
Madagascar	SRR7658622	E. vermicularis	2642	0.5049980247	Raw	FP
Madagascar	SRR7658591	E. vermicularis	2437	0.5030180582	Raw	FP
Madagascar	SRR7658608	E. vermicularis	1881	0.5020804807	Raw	FP
Madagascar	SRR7658607	E. vermicularis	2860	0.5003444437	Raw	FP
Madagascar	SRR7658604	E. vermicularis	2493	0.4937909563	Raw	FP
Madagascar	SRR7658617	E. vermicularis	2320	0.4910124298	Raw	FP
Madagascar	SRR7658636	E. vermicularis	4476	0.4886796179	Raw	FP
Pigs	9027-17	E. vermicularis	3207	0.4865593697	Raw	FP
Pigs	9029-17	E. vermicularis	3167	0.4855856848	Raw	FP
Madagascar	SRR7658628	E. vermicularis	2437	0.4850902964	Raw	FP
Madagascar	SRR7658586	E. vermicularis	2908	0.4842387738	Raw	FP
Human	Zape3	E. vermicularis	2456	0.4827922615	Raw	FP
Madagascar	SRR7658669	E. vermicularis	4513	0.480916152	Raw	FP
Madagascar	SRR7658633	E. vermicularis	4100	0.4803263571	Raw	FP
Human	BRS4	E. vermicularis	1203	0.4762797081	Raw	FP
Madagascar	SRR7658632	E. vermicularis	4246	0.4756875212	Raw	FP
Madagascar	SRR7658584	E. vermicularis	5733	0.4749257415	Raw	FP
Pigs	4023-17	E. vermicularis	4129	0.473685733	Raw	FP
Madagascar	SRR7658653	E. vermicularis	2592	0.4734950342	Raw	FP
Madagascar	SRR7658642	E. vermicularis	4082	0.4691022321	Raw	FP
Madagascar	SRR7658606	E. vermicularis	3950	0.4671504983	Raw	FP
Madagascar	SRR7658652	E. vermicularis	2243	0.4668114131	Raw	FP
Madagascar	SRR7658665	E. vermicularis	7616	0.4612262119	Raw	FP
Madagascar	SRR7658677	E. vermicularis	7120	0.4606757854	Raw	FP
Madagascar	SRR7658661	E. vermicularis	10495	0.4525278055	Raw	FP
Madagascar	SRR7658616	E. vermicularis	1987	0.4511676393	Raw	FP
Pigs	9030-17	E. vermicularis	6656	0.4476770013	Raw	FP
Madagascar	SRR7658672	E. vermicularis	4591	0.4459828549	Raw	FP
Madagascar	SRR7658643	E. vermicularis	7823	0.4445212595	Raw	FP
Madagascar	SRR7658645	E. vermicularis	7092	0.443559603	Raw	FP
Madagascar	SRR7658627	E. vermicularis	10750	0.4435099819	Raw	FP
Madagascar	SRR7658668	E. vermicularis	6851	0.4419555918	Raw	FP
Madagascar	SRR7658649	E. vermicularis	6033	0.4392777889	Raw	FP
Madagascar	SRR7658662	E. vermicularis	8291	0.4353690454	Raw	FP
Madagascar	SRR7658682	E. vermicularis	6696	0.4343649528	Raw	FP
Human	Zape2	E. vermicularis	15096	0.4329534933	Raw	FP
Madagascar	SRR7658655	E. vermicularis	10198	0.4328240171	Raw	FP
Madagascar	SRR7658658	E. vermicularis	8030	0.43169216	Raw	FP
Dogs	Zape2	E. vermicularis	5327	0.4307082192	Raw	FP
Madagascar	SRR7658656	E. vermicularis	6735	0.4291696853	Raw	FP
Madagascar	SRR7658624	E. vermicularis	7751	0.4234415741	Raw	FP
Madagascar	SRR7658590	E. vermicularis	7671	0.4223833213	Raw	FP
Human	Zape_29	E. vermicularis	12202	0.4216128549	Raw	FP
Madagascar	SRR7658670	E. vermicularis	17852	0.4199383206	Raw	FP
Madagascar	SRR7658664	E. vermicularis	23576	0.4170240721	Raw	FP
Madagascar	SRR7658594	E. vermicularis	9912	0.4150594886	Raw	FP
Madagascar	SRR7658646	E. vermicularis	19131	0.4149483341	Raw	FP
Iceman	Iceman	E. vermicularis	1794	0.4126264325	Raw	FP
Madagascar	SRR7658585	E. vermicularis	11473	0.411375677	Raw	FP
Madagascar	SRR7658675	E. vermicularis	11537	0.4091067545	Raw	FP
Madagascar	SRR7658650	E. vermicularis	14197	0.3947867162	Raw	FP
Madagascar	SRR7658583	E. vermicularis	17695	0.3926574231	Raw	FP
Madagascar	SRR7658667	E. vermicularis	17394	0.3827104916	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	E. bieneusi	1181	0.4577350078	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	E. bieneusi	1437	0.4216477699	Raw	FP
Iceman	Iceman_Stomach_corpus_content_I_1054	E. bieneusi	1781	0.4112681227	Raw	FP
Iceman	Iceman	E. bieneusi	6204	0.4025508595	Raw	FP
Iceman	Iceman_Stomach_antrum_content_1051	E. bieneusi	1358	0.3974361203	Raw	FP
Iceman	Iceman_Small_intestine_1063	E. bieneusi	2441	0.3902441247	Raw	FP
Madagascar	SRR7658642	E. bieneusi	1273	0.3899946166	Raw	FP
Madagascar	SRR7658677	E. bieneusi	1009	0.3876244887	Raw	FP
Madagascar	SRR7658645	E. bieneusi	1694	0.3847442056	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	E. bieneusi	2185	0.3834949284	Raw	FP
Iceman	Iceman_Stomach_antrum_surface_1051	E. bieneusi	2689	0.381573085	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	E. bieneusi	3427	0.380785311	Raw	FP
Dogs	Zape2	E. bieneusi	1727	0.3800903589	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	E. bieneusi	3735	0.3796118683	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	E. bieneusi	2498	0.3774426646	Raw	FP
Madagascar	SRR7658643	E. bieneusi	2088	0.3770409507	Raw	FP
Madagascar	SRR7658669	E. bieneusi	1506	0.3743053608	Raw	FP
Human	Zape2	E. bieneusi	2904	0.3697358277	Raw	FP
Human	Zape5	E. bieneusi	1181	0.3630151866	Raw	FP
Human	Coprolite_14	E. bieneusi	1132	0.3629165648	Raw	FP
Madagascar	SRR7658676	E. bieneusi	1049	0.360081561	Raw	FP
Madagascar	SRR7658624	E. bieneusi	1272	0.3549738174	Raw	FP
Madagascar	SRR7658668	E. bieneusi	1615	0.3520725013	Raw	FP
Human	Zape1	E. bieneusi	1096	0.3498460125	Raw	FP
Madagascar	SRR7658655	E. bieneusi	1288	0.3469381723	Raw	FP
Madagascar	SRR7658664	E. bieneusi	2223	0.3462068912	Raw	FP
Madagascar	SRR7658661	E. bieneusi	1474	0.3431447053	Raw	FP
Madagascar	SRR7658675	E. bieneusi	1897	0.3405050777	Raw	FP
Madagascar	SRR7658627	E. bieneusi	1308	0.3373164295	Raw	FP
Human	Zape_29	E. bieneusi	1133	0.3343859419	Raw	FP
Madagascar	SRR7658658	E. bieneusi	1321	0.3295285087	Raw	FP
Madagascar	SRR7658657	E. bieneusi	1081	0.3252973721	Raw	FP
Madagascar	SRR7658646	E. bieneusi	2002	0.3217519257	Raw	FP
Madagascar	SRR7658594	E. bieneusi	1108	0.3214793861	Raw	FP
Human	Zape28	E. bieneusi	1163	0.3181987477	Raw	FP
Madagascar	SRR7658586	E. bieneusi	1108	0.3036997469	Raw	FP
Madagascar	SRR7658583	E. bieneusi	2429	0.3032482117	Raw	FP
Madagascar	SRR7658670	E. bieneusi	2436	0.3003351912	Raw	FP
