kindom	simplified_tax_name	contamination
prok	Pseudoxanthomonas yeongjuensis	542
prok	Psychrilyobacter atlanticus	720
prok	Psychrobacter aquaticus	4742
prok	Psychrobacter cibarius	1303
prok	Psychrobacter nivimaris	7203
prok	Psychrobacter okhotskensis	5307
prok	Psychrobacter pasteurii	1651
prok	Psychrobacter sanguinis	2170
prok	Psychrobacter sp.	2478
prok	Psychrobacter urativorans	411
prok	Psychroflexus aestuariivivens	671
prok	Psychroflexus curvus	808
prok	Puia dinghuensis	465
prok	Pulveribacter suum	805
prok	Puniceibacterium confluentis	2478
prok	Pusillimonas caeni	497
prok	Pusillimonas minor	10893
prok	Pusillimonas sp.	1511
prok	Pustulibacterium marinum	8205
prok	Qingrenia yutianensis	1321
prok	Qipengyuania mesophila	1345
prok	Qipengyuania oceanensis	709
prok	Qipengyuania pelagi	33685
prok	Qipengyuania sp.	25957
prok	Qipengyuania sphaerica	401
prok	Quisquiliibacterium transsilvanicum	14408
prok	Rahnella ecdela	1573
prok	Rahnella inusitata	2172
prok	Rahnella perminowiae	1563
prok	Rahnella sp.	11117
prok	Rahnella variigena	3438
prok	Rahnella victoriana	1563
prok	Rahnella woolbedingensis	11207
prok	Ralstonia insidiosa	11617
prok	Ralstonia mannitolilytica	2431
prok	Ralstonia pickettii	15390
prok	Ralstonia solanacearum	1550
prok	Ralstonia sp.	4002
prok	Ralstonia syzygii	1302
prok	Ramlibacter agri	188208
prok	Ramlibacter algicola	1414353
prok	Ramlibacter alkalitolerans	164088
prok	Ramlibacter aquaticus	94677
prok	Ramlibacter ginsenosidimutans	144852
prok	Ramlibacter henchirensis	2257880
prok	Ramlibacter humi	2741275
prok	Ramlibacter lithotrophicus	153522
prok	Ramlibacter monticola	105000
prok	Ramlibacter pinisoli	3313638
prok	Ramlibacter rhizophilus	105409
prok	Ramlibacter sp.	41863
prok	Ramlibacter tataouinensis	922878
prok	Raoultella electrica	3447
prok	Raoultella ornithinolytica	5990
prok	Raoultella terrigena	947
prok	Rathayibacter agropyri	1266
prok	Rathayibacter caricis	223
prok	Rathayibacter festucae	721
prok	Rathayibacter iranicus	4156
prok	Rathayibacter rathayi	715
prok	Rathayibacter tanaceti	490
prok	Rathayibacter toxicus	767
prok	Reichenbachiella versicolor	2315
prok	Renibacterium salmoninarum	2209
prok	Reyranella aquatilis	26961
prok	Reyranella massiliensis	598478
prok	Reyranella soli	14130
prok	Reyranella sp.	443393
prok	Rhabdaerophilum calidifontis	212
prok	Rhabdobacter roseus	221
prok	Rheinheimera aquimaris	255
prok	Rheinheimera maricola	8743
prok	Rheinheimera tangshanensis	783
prok	Rhizobacter gummiphilus	23576
prok	Rhizobacter sp.	4748
prok	Rhizobium aethiopicum	15058
prok	Rhizobium album	1883
prok	Rhizobium anhuiense	6828
prok	Rhizobium azibense	1000
prok	Rhizobium binae	2585
prok	Rhizobium borbori	670
prok	Rhizobium chutanense	1215
prok	Rhizobium cremeum	606
prok	Rhizobium croatiense	16566
prok	Rhizobium daejeonense	1545
prok	Rhizobium esperanzae	766
prok	Rhizobium freirei	24051
prok	Rhizobium gallicum	2862
prok	Rhizobium hainanense	1605
prok	Rhizobium halophilum	2450
prok	Rhizobium indicum	19443
prok	Rhizobium jaguaris	609
prok	Rhizobium laguerreae	8263
prok	Rhizobium lemnae	769
prok	Rhizobium lusitanum	25159
prok	Rhizobium mesoamericanum	557
prok	Rhizobium mongolense	248
prok	Rhizobium multihospitium	251989
prok	Rhizobium nepotum	18443
prok	Rhizobium oryzihabitans	225951
prok	Rhizobium paranaense	576
prok	Rhizobium phaseoli	1053
prok	Rhizobium populisoli	3064
prok	Rhizobium pseudoryzae	1234
prok	Rhizobium pusense	29092
prok	Rhizobium ruizarguesonis	2814
prok	Rhizobium soli	1595
prok	Rhizobium sophoriradicis	1861
prok	Rhizobium sp.	14076
prok	Rhizobium straminoryzae	3779
prok	Rhizobium taibaishanense	264
prok	Rhizobium terrae	212
prok	Rhizobium terricola	3492
prok	Rhizobium tumorigenes	756
prok	Rhizobium vallis	8550
prok	Rhizobium viscosum	2124
prok	Rhizobium wenxiniae	497
prok	Rhizomicrobium electricum	272
prok	Rhizomicrobium sp.	506
prok	Rhizorhabdus dicambivorans	11101
prok	Rhizorhabdus histidinilytica	881
prok	Rhizorhabdus sp.	253
prok	Rhizorhabdus wittichii	11499
prok	Rhizorhapis suberifaciens	1710
prok	Rhodanobacter denitrificans	220
prok	Rhodanobacter panaciterrae	1523
prok	Rhodanobacter sp.	218
prok	Rhodobacter flagellatus	227
prok	Rhodobium gokarnense	570
prok	Rhodococcus aetherivorans	383
prok	Rhodococcus pseudokoreensis	12256
prok	Rhodococcus qingshengii	1740
prok	Rhodocytophaga rosea	1139
prok	Rhodoferax antarcticus	1028
prok	Rhodoferax aquaticus	1330143
prok	Rhodoferax bucti	422920
prok	Rhodoferax fermentans	4666
prok	Rhodoferax ferrireducens	89497
prok	Rhodoferax koreense	17015
prok	Rhodoferax lacus	8585
prok	Rhodoferax saidenbachensis	12022
prok	Rhodoferax sediminis	35143
prok	Rhodoferax sp.	18835
prok	Rhodoflexus caldus	8088
prok	Rhodoligotrophos appendicifer	6858
prok	Rhodoligotrophos defluvii	851
prok	Rhodopila globiformis	5020
prok	Rhodopirellula pilleata	2533
prok	Rhodopirellula sp.	381
prok	Rhodoplanes elegans	926
prok	Rhodoplanes piscinae	1156
prok	Rhodoplanes roseus	9512
prok	Rhodopseudomonas boonkerdii	132457
prok	Rhodopseudomonas faecalis	211
prok	Rhodopseudomonas infernalis	1075
prok	Rhodopseudomonas palustris	9076
prok	Rhodopseudomonas pentothenatexigens	1116
prok	Rhodopseudomonas pseudopalustris	11628
prok	Rhodopseudomonas rhenobacensis	1005
prok	Rhodopseudomonas sp.	6311
prok	Rhodovulum tesquicola	64
prok	Rickettsia asembonensis	691
prok	Rickettsia bellii	254
prok	Rickettsia endosymbiont	423090
prok	Rickettsia felis	1565
prok	Rickettsia hoogstraalii	1299
prok	Rickettsia sp.	335
prok	Rickettsia tillamookensis	2253
prok	Rickettsiales endosymbiont	1016
prok	Rivibacter subsaxonicus	28956
prok	Rivicola pingtungensis	5215
prok	Robertmurraya korlensis	675
prok	Romboutsia faecis	3004
prok	Romboutsia hominis	526
prok	Romboutsia maritimum	1007
prok	Romboutsia timonensis	4629
prok	Roseateles aquatilis	37510
prok	Roseateles depolymerans	6645
prok	Roseateles terrae	1476
prok	Roseburia intestinalis	3085
prok	Roseburia inulinivorans	6315
prok	Roseburia lenta	796
prok	Roseburia porci	2764
prok	Roseibacterium beibuensis	4458
prok	Roseibium suaedae	4149
prok	Roseicella frigidaeris	1043
prok	Roseimaritima ulvae	773
prok	Roseimicrobium gellanilyticum	1943
prok	Roseinatronobacter monicus	65
prok	Roseitalea porphyridii	135159
prok	Roseivivax marinus	2919
prok	Rosenbergiella australiborealis	755
prok	Rosenbergiella nectarea	3972
prok	Roseobacter denitrificans	217
prok	Roseomonas aerophila	548
prok	Roseomonas aestuarii	404
prok	Roseomonas coralli	408
prok	Roseomonas eburnea	548
prok	Roseomonas gilardii	127
prok	Roseomonas hellenica	11329
prok	Roseomonas lacus	1600
prok	Roseomonas mucosa	71
prok	Roseomonas oryzicola	1434
prok	Roseomonas pecuniae	459
prok	Roseomonas rhizosphaerae	419
prok	Roseomonas rosea	413
prok	Roseospira goensis	3304
prok	Roseospira visakhapatnamensis	2938
prok	Roseovarius azorensis	5115
prok	Roseovarius halotolerans	220
prok	Roseovarius mucosus	162
prok	Rosistilla oblonga	1761
prok	Rothia aeria	532
prok	Rothia halotolerans	1822
prok	Rouxiella aceris	4606
prok	Rouxiella badensis	1323
prok	Rouxiella silvae	8854
prok	Rubrivivax albus	6583
prok	Rubrivivax benzoatilyticus	6109
prok	Rubrivivax gelatinosus	1559
prok	Rubrivivax sp.	33420
prok	Rudaea cellulosilytica	726
prok	Rudanella lutea	643
prok	Ruegeria lacuscaerulensis	3725
prok	Rugamonas rubra	665
prok	Rugosibacter aromaticivorans	782
prok	Ruminococcus gauvreauii	3287
prok	Ruminococcus sp.	11166
prok	Runella aurantiaca	1747
prok	Runella defluvii	2289
prok	Runella limosa	1150
prok	Runella slithyformis	2562
prok	Runella sp.	3473
prok	Runella zeae	1145
prok	Sabulilitoribacter arenilitoris	639
prok	Sabulilitoribacter multivorans	707
prok	Saccharibacillus brassicae	7930
prok	Saccharibacillus kuerlensis	10399
prok	Saccharibacillus sacchari	1033
prok	Saccharopolyspora antimicrobica	735
prok	Salana multivorans	4625
prok	Salegentibacter lacus	4200
prok	Salinarimonas soli	127
prok	Salinicoccus qingdaonensis	2339
prok	Salinicola endophyticus	450
prok	Salipiger pallidus	892
prok	Salipiger profundus	722
prok	Salmonella bongori	8981
prok	Salmonella enterica	114012
prok	Salmonella sp.	12415
prok	Samsonia erythrinae	4683
prok	Sandaracinobacter neustonicus	310
prok	Sandaracinobacteroides hominis	2452
prok	Sarcina ventriculi	40770
prok	Schlegelella aquatica	1203
prok	Schlegelella brevitalea	5440
prok	Schlegelella koreensis	38835
prok	Schlegelella thermodepolymerans	7098
prok	Schumannella luteola	2357
prok	Schwartzia succinivorans	276
prok	Sebaldella sp.	230
prok	Secundilactobacillus silagincola	1883
prok	Sedimenticola selenatireducens	1686
prok	Sediminibacterium ginsengisoli	18813
prok	Sediminibacterium goheungense	309478
prok	Sediminibacterium roseum	7382
prok	Sediminibacterium salmoneum	22296
prok	Sediminibacterium soli	5871
prok	Sediminibacterium sp.	36762
prok	Sediminicoccus rosea	1371
prok	Sediminicola sp.	380
prok	Segetibacter aerophilus	744
prok	Segetibacter koreensis	36390
prok	Segetibacter sp.	702
prok	Segnochrobactrum spirostomi	721
prok	Sellimonas caecigallum	1258
prok	Sellimonas intestinalis	1197
prok	Sellimonas sp.	375
prok	Serinibacter arcticus	1567
prok	Serinicoccus hydrothermalis	462
prok	Serpentinicella alkaliphila	243
prok	Serpentinimonas maccroryi	1311
prok	Serpentinimonas raichei	731
prok	Serratia entomophila	7537
prok	Serratia ficaria	5147
prok	Serratia fonticola	9461
prok	Serratia grimesii	1341954
prok	Serratia inhibens	7531
prok	Serratia liquefaciens	681641
prok	Serratia marcescens	135708
prok	Serratia odorifera	11978
prok	Serratia oryzae	9009
prok	Serratia proteamaculans	24011
prok	Serratia quinivorans	24084
prok	Serratia rhizosphaerae	212
prok	Serratia rubidaea	9066
prok	Serratia sp.	28971
prok	Serratia symbiotica	259
prok	Shewanella electrodiphila	1592
prok	Shewanella olleyana	3657
prok	Shewanella putrefaciens	576
prok	Shigella boydii	1102
prok	Shigella dysenteriae	47415
prok	Shigella flexneri	50780
prok	Shigella sonnei	17527
prok	Shigella sp.	10745
prok	Shimwellia pseudoproteus	1758
prok	Shinella curvata	771
prok	Shinella daejeonensis	3040
prok	Shinella fusca	7970
prok	Shinella granuli	6964
prok	Shinella lacus	24451
prok	Shinella pollutisoli	4094
prok	Shinella sp.	1291
prok	Shinella yambaruensis	13253
prok	Shinella zoogloeoides	689
prok	Siccationidurans arizonensis	279
prok	Siccibacter colletis	732
prok	Siccibacter turicensis	2440
prok	Siculibacillus lacustris	36455
prok	Simiaoa sunii	326
prok	Siminovitchia terrae	2030
prok	Simplicispira hankyongi	24273
prok	Simplicispira lacusdiani	3027
prok	Simplicispira metamorpha	9591
prok	Simplicispira psychrophila	3609
prok	Simplicispira suum	641
prok	Singulisphaera acidiphila	3285
prok	Sinomicrobium pectinilyticum	793
prok	Sinomicrobium weinanense	1181
prok	Sinomonas atrocyanea	328
prok	Sinomonas mesophila	548
prok	Sinorhizobium fredii	8730
prok	Sinorhizobium kostiense	6076
prok	Sinorhizobium terangae	1853
prok	Sinosporangium album	1179
prok	Sinosporangium siamense	1276
prok	Siphonobacter aquaeclarae	1659319
prok	Siphonobacter curvatus	3640
prok	Skermanella aerolata	385
prok	Skermanella mucosa	129
prok	Skermanella rosea	569
prok	Skermania piniformis	1369
prok	Sodalis ligni	2935
prok	Solimonas flava	1712
prok	Solimonas fluminis	2979
prok	Solitalea canadensis	4561
prok	Specibacter cremeus	960
prok	Spelaeicoccus albus	2124
prok	Sphaerotilus hippei	2019
prok	Sphaerotilus montanus	7749
prok	Sphaerotilus natans	2764
prok	Sphaerotilus sp.	1739
prok	Sphingobacterium alimentarium	294
prok	Sphingobacterium alkalisoli	1808
prok	Sphingobacterium athyrii	48017
prok	Sphingobacterium chuzhouense	1128
prok	Sphingobacterium composti	7394
prok	Sphingobacterium corticibacterium	1698
prok	Sphingobacterium deserti	4041
prok	Sphingobacterium detergens	3177431
prok	Sphingobacterium faecium	3223
prok	Sphingobacterium gobiense	1021
prok	Sphingobacterium hungaricum	224
prok	Sphingobacterium kitahiroshimense	7586
prok	Sphingobacterium lactis	254
prok	Sphingobacterium micropteri	785
prok	Sphingobacterium multivorum	89743
prok	Sphingobacterium nematocida	1934
prok	Sphingobacterium olei	1170
prok	Sphingobacterium paludis	1665
prok	Sphingobacterium paucimobilis	1173
prok	Sphingobacterium phlebotomi	1357
prok	Sphingobacterium prati	29412
prok	Sphingobacterium psychroaquaticum	1315
prok	Sphingobacterium puteale	121656
prok	Sphingobacterium rhinopitheci	1433
prok	Sphingobacterium siyangense	327568
prok	Sphingobacterium soli	1773
prok	Sphingobacterium sp.	1488141
prok	Sphingobacterium spiritivorum	10919
prok	Sphingobacterium tabacisoli	13433
prok	Sphingobacterium thalpophilum	8803
prok	Sphingobium abikonense	8071
prok	Sphingobium algorifonticola	1695
prok	Sphingobium amiense	8836
prok	Sphingobium baderi	256
prok	Sphingobium chlorophenolicum	26052
prok	Sphingobium chungbukense	18130
prok	Sphingobium cloacae	13445
prok	Sphingobium cupriresistens	7518
prok	Sphingobium estronivorans	77144
prok	Sphingobium fluviale	208
prok	Sphingobium fontiphilum	613
prok	Sphingobium fuliginis	9587
prok	Sphingobium herbicidovorans	1707
prok	Sphingobium lactosutens	10151
prok	Sphingobium limneticum	128982
prok	Sphingobium naphthae	28002
prok	Sphingobium phenoxybenzoativorans	2187
prok	Sphingobium psychrophilum	5356
prok	Sphingobium scionense	59969
prok	Sphingobium soli	42519
prok	Sphingobium sp.	173673
prok	Sphingobium subterraneum	228
prok	Sphingobium terrigena	1331
prok	Sphingobium ummariense	12954
prok	Sphingobium xenophagum	15100
prok	Sphingobium yanoikuyae	648759
prok	Sphingomonas abaci	137836
prok	Sphingomonas adhaesiva	23818
prok	Sphingomonas aerolata	618
prok	Sphingomonas aerophila	39603
prok	Sphingomonas albertensis	101949
prok	Sphingomonas aliaeris	4106
prok	Sphingomonas alpina	16725
prok	Sphingomonas aquatilis	2786388
prok	Sphingomonas aracearum	15384
prok	Sphingomonas asaccharolytica	100
prok	Sphingomonas aurantiaca	2507
prok	Sphingomonas azotifigens	2966
prok	Sphingomonas baiyangensis	6365
prok	Sphingomonas bisphenolicum	17236
prok	Sphingomonas canadensis	1368
prok	Sphingomonas cannabina	26803
prok	Sphingomonas carotinifaciens	35953
prok	Sphingomonas cavernae	78689
prok	Sphingomonas changbaiensis	3268
prok	Sphingomonas chungangi	12759
prok	Sphingomonas citri	76055
prok	Sphingomonas citricola	76354
prok	Sphingomonas colocasiae	46659
prok	Sphingomonas corticis	22177
prok	Sphingomonas deserti	1396
prok	Sphingomonas desiccabilis	11439
prok	Sphingomonas dokdonensis	9960484
prok	Sphingomonas echinoides	40180
prok	Sphingomonas elodea	7290
prok	Sphingomonas endophytica	27650
prok	Sphingomonas faeni	17913
prok	Sphingomonas fennica	1336
prok	Sphingomonas flavalba	2814
prok	Sphingomonas folli	57035
prok	Sphingomonas gei	560
prok	Sphingomonas gellani	5212
prok	Sphingomonas gilva	1656
prok	Sphingomonas ginkgonis	262
prok	Sphingomonas ginsenosidimutans	39556
prok	Sphingomonas ginsenosidivorax	2119
prok	Sphingomonas glacialis	1289
prok	Sphingomonas guangdongensis	25127
prok	Sphingomonas hankookensis	88027
prok	Sphingomonas hengshuiensis	15927
prok	Sphingomonas hominis	18387
prok	Sphingomonas hylomeconis	11806
prok	Sphingomonas insulae	120433
prok	Sphingomonas japonica	132756
prok	Sphingomonas jatrophae	9795
prok	Sphingomonas jeddahensis	73238
prok	Sphingomonas jejuensis	2298
prok	Sphingomonas jinjuensis	30176
prok	Sphingomonas koreensis	567885
prok	Sphingomonas kyeonggiensis	1009578
prok	Sphingomonas laterariae	8431
prok	Sphingomonas leidyi	308500
prok	Sphingomonas lenta	11072
prok	Sphingomonas mali	8073
prok	Sphingomonas metalli	97715
prok	Sphingomonas morindae	4751
prok	Sphingomonas mucosissima	144037
prok	Sphingomonas naasensis	65569
prok	Sphingomonas olei	162371
prok	Sphingomonas oligoaromativorans	3436
prok	Sphingomonas oligophenolica	928
prok	Sphingomonas paeninsulae	5428
prok	Sphingomonas palmae	35887
prok	Sphingomonas panacis	1242
prok	Sphingomonas panacisoli	220
prok	Sphingomonas panni	144396
prok	Sphingomonas parapaucimobilis	35538
prok	Sphingomonas parva	7781
prok	Sphingomonas paucimobilis	155847
prok	Sphingomonas phyllosphaerae	5322
prok	Sphingomonas piscis	845
prok	Sphingomonas pituitosa	16458
prok	Sphingomonas pokkalii	1791
prok	Sphingomonas populi	11101
prok	Sphingomonas prati	2840
prok	Sphingomonas profundi	4141
prok	Sphingomonas pruni	2388
prok	Sphingomonas pseudosanguinis	84658
prok	Sphingomonas psychrolutea	212
prok	Sphingomonas psychrotolerans	992
prok	Sphingomonas qomolangmaensis	2617
prok	Sphingomonas radiodurans	32582
prok	Sphingomonas sanguinis	18038
prok	Sphingomonas sanxanigenens	38904
prok	Sphingomonas sinipercae	507
prok	Sphingomonas solaris	16187
prok	Sphingomonas soli	701
prok	Sphingomonas sp.	12264
prok	Sphingomonas spermidinifaciens	89646
prok	Sphingomonas suaedae	3646
prok	Sphingomonas taxi	5952
prok	Sphingomonas trueperi	21591
prok	Sphingomonas turrisvirgatae	74468
prok	Sphingomonas ursincola	562
prok	Sphingomonas xinjiangensis	14555
prok	Sphingomonas yabuuchiae	49281
prok	Sphingomonas yantingensis	2065
prok	Sphingomonas yunnanensis	11755
prok	Sphingomonas zeae	81398
prok	Sphingopyxis alaskensis	22124
prok	Sphingopyxis bauzanensis	4123
prok	Sphingopyxis flava	494
prok	Sphingopyxis fribergensis	1330935
prok	Sphingopyxis granuli	13393
prok	Sphingopyxis indica	24828
prok	Sphingopyxis italica	1618807
prok	Sphingopyxis lindanitolerans	18632
prok	Sphingopyxis macrogoltabida	148584
prok	Sphingopyxis microcysteis	86970
prok	Sphingopyxis panaciterrae	317397
prok	Sphingopyxis panaciterrulae	1847
prok	Sphingopyxis soli	41913
prok	Sphingopyxis solisilvae	19106
prok	Sphingopyxis sp.	1504683
prok	Sphingopyxis terrae	234
prok	Sphingopyxis witflariensis	35978
prok	Sphingopyxis yananensis	2449
prok	Sphingorhabdus soli	1696
prok	Sphingosinicella ginsenosidimutans	972
prok	Sphingosinicella humi	125
prok	Sphingosinicella microcystinivorans	67
prok	Sphingosinicella soli	1581
prok	Sphingosinithalassobacter portus	3341
prok	Sphingosinithalassobacter tenebrarum	669
prok	Spiroplasma cantharicola	306
prok	Spiroplasma chinense	3149
prok	Spiroplasma monobiae	1169
prok	Spirosoma aerolatum	2251
prok	Spirosoma agri	1582
prok	Spirosoma arboris	753
prok	Spirosoma aureum	2798
prok	Spirosoma endbachense	4111
prok	Spirosoma endophyticum	284
prok	Spirosoma fluviale	7990
prok	Spirosoma lacussanchae	2098
prok	Spirosoma montaniterrae	1692
prok	Spirosoma panaciterrae	4283
prok	Spirosoma pollinicola	3832
prok	Spirosoma profusum	2890
prok	Spirosoma radiotolerans	3139
prok	Spirosoma sordidisoli	3493
prok	Spirosoma sp.	5132
prok	Spirosoma spitsbergense	18275
prok	Spirosoma taeanense	237
prok	Spirosoma utsteinense	3017
prok	Spirosoma validum	2446
prok	Spongiibacter pelagi	1277
prok	Sporocytophaga sp.	258
prok	Sporofaciens musculi	6571
prok	Sporolactobacillus nakayamae	5496
prok	Sporomusa silvacetica	1070
prok	Sporosarcina globispora	1300
prok	Stakelama pacifica	5234
prok	Stakelama sediminis	5546
prok	Staphylococcus argenteus	1456
prok	Staphylococcus arlettae	3942
prok	Staphylococcus aureus	9172
prok	Staphylococcus borealis	613
prok	Staphylococcus capitis	9445
prok	Staphylococcus epidermidis	7359
prok	Staphylococcus hominis	270
prok	Staphylococcus hyicus	2152
prok	Staphylococcus saccharolyticus	2164
prok	Staphylococcus saprophyticus	3697
prok	Staphylococcus schleiferi	496
prok	Staphylococcus shinii	1123
prok	Staphylococcus simulans	3760
prok	Staphylococcus warneri	253
prok	Stappia albiluteola	3928
prok	Stappia indica	641
prok	Starkeya novella	515
prok	Stella humosa	5468
prok	Stenotrophomonas acidaminiphila	2277
prok	Stenotrophomonas bentonitica	54494
prok	Stenotrophomonas chelatiphaga	6507
prok	Stenotrophomonas cyclobalanopsidis	109406
prok	Stenotrophomonas daejeonensis	550
prok	Stenotrophomonas geniculata	3588619
prok	Stenotrophomonas ginsengisoli	1283
prok	Stenotrophomonas humi	5951
prok	Stenotrophomonas indicatrix	23137735
prok	Stenotrophomonas maltophilia	7430293
prok	Stenotrophomonas nematodicola	56452
prok	Stenotrophomonas nitritireducens	2324
prok	Stenotrophomonas panacihumi	643
prok	Stenotrophomonas pavanii	1111833
prok	Stenotrophomonas pictorum	13119
prok	Stenotrophomonas rhizophila	23750
prok	Stenotrophomonas sp.	60774
prok	Stenotrophomonas terrae	27922
prok	Stenotrophomonas tumulicola	147686
prok	Steroidobacter cummioxidans	1406
prok	Sterolibacterium sp.	682
prok	Stieleria neptunia	201
prok	Stieleria sedimenti	1038
prok	Stigonema ocellatum	986
prok	Streptococcus agalactiae	4425
prok	Streptococcus alactolyticus	402309
prok	Streptococcus caballi	318
prok	Streptococcus catagoni	2026
prok	Streptococcus equinus	5132
prok	Streptococcus gallinaceus	2066
prok	Streptococcus gallolyticus	66396
prok	Streptococcus gwangjuense	591
prok	Streptococcus hyovaginalis	5150
prok	Streptococcus infantarius	4237
prok	Streptococcus infantis	2095
prok	Streptococcus loxodontisalivarius	284
prok	Streptococcus lutetiensis	31446
prok	Streptococcus oralis	228
prok	Streptococcus parasanguinis	258
prok	Streptococcus pasteurianus	30876
prok	Streptococcus plurextorum	1616
prok	Streptococcus pneumoniae	3683
prok	Streptococcus porci	1221
prok	Streptococcus pseudopneumoniae	14428
prok	Streptococcus ruminantium	265
prok	Streptococcus salivarius	293
prok	Streptococcus sobrinus	1057
prok	Streptococcus sp.	191417
prok	Streptococcus thermophilus	3072
prok	Streptococcus thoraltensis	1174
prok	Streptococcus uberis	257
prok	Streptococcus varani	294
prok	Streptococcus vestibularis	246
prok	Streptococcus vicugnae	1285
prok	Streptomonospora halotolerans	1485
prok	Streptomyces alanosinicus	2508
prok	Streptomyces albiflavescens	5402
prok	Streptomyces anandii	1383
prok	Streptomyces apricus	604
prok	Streptomyces ardesiacus	359
prok	Streptomyces bambusae	1664
prok	Streptomyces beijiangensis	339
prok	Streptomyces buecherae	212
prok	Streptomyces coelicoflavus	4231
prok	Streptomyces colonosanans	944
prok	Streptomyces cyaneochromogenes	10075
prok	Streptomyces cyaneofuscatus	1341
prok	Streptomyces durmitorensis	274
prok	Streptomyces echinatus	2947
prok	Streptomyces ferrugineus	2560
prok	Streptomyces filamentosus	675
prok	Streptomyces flavochromogenes	2814
prok	Streptomyces gelaticus	1828
prok	Streptomyces griseorubiginosus	797
prok	Streptomyces hokutonensis	273
prok	Streptomyces hydrogenans	4394
prok	Streptomyces iakyrus	63846
prok	Streptomyces inusitatus	180
prok	Streptomyces luteolifulvus	841
prok	Streptomyces milbemycinicus	155
prok	Streptomyces misionensis	13997
prok	Streptomyces narbonensis	716
prok	Streptomyces nymphaeiformis	2708
prok	Streptomyces omiyaensis	708
prok	Streptomyces paromomycinus	3336
prok	Streptomyces populi	3981
prok	Streptomyces purpureus	1334
prok	Streptomyces radiopugnans	1937
prok	Streptomyces recifensis	6279
prok	Streptomyces rhizosphaericus	677
prok	Streptomyces rochei	802
prok	Streptomyces roseolus	1371
prok	Streptomyces rubrogriseus	4109
prok	Streptomyces solincola	113
prok	Streptomyces sp.	701
prok	Streptomyces sporangiiformans	265
prok	Streptomyces sulfonofaciens	2610
prok	Streptomyces tendae	1222
prok	Streptomyces termitum	336
prok	Streptomyces torulosus	283
prok	Streptomyces triculaminicus	296
prok	Streptomyces violaceorubidus	257
prok	Streptomyces viridiviolaceus	1315
prok	Streptomyces viridodiastaticus	1498
prok	Streptomyces viridosporus	654
prok	Streptomyces wedmorensis	686
prok	Streptomyces wuyuanensis	3874
prok	Streptomyces xantholiticus	750
prok	Streptomyces xinghaiensis	582
prok	Stutzerimonas azotifigens	1021
prok	Stutzerimonas frequens	1214
prok	Stutzerimonas kunmingensis	908
prok	Stutzerimonas stutzeri	3947
prok	Stutzerimonas xanthomarina	749
prok	Subdoligranulum sp.	756
prok	Subdoligranulum variabile	2351
prok	Succinatimonas sp.	3018
prok	Succinivibrio dextrinosolvens	2112
prok	Succinivibrio sp.	315
prok	Sulfitobacter maritimus	69
prok	Sulfitobacter mediterraneus	2556
prok	Sulfitobacter sp.	64
prok	Sulfuritalea sp.	819
prok	Sulfuritortus calidifontis	812
prok	Superficieibacter electus	1246
prok	Syntrophobotulus glycolicus	812
prok	Taibaiella chishuiensis	37306
prok	Taibaiella helva	3544
prok	Taibaiella koreensis	9345
prok	Taibaiella soli	5595
prok	Taibaiella sp.	2700
prok	Taishania pollutisoli	970205
prok	Tamlana agarivorans	762
prok	Tannerella serpentiformis	724
prok	Tanticharoenia sakaeratensis	2188
prok	Tardibacter chloracetimidivorans	254
prok	Tardiphaga robiniae	40016
prok	Tatlockia micdadei	3853
prok	Tatlockia sp.	11963
prok	Tatumella morbirosei	1252
prok	Tautonia rosea	200
prok	Telluria mixta	1878
prok	Telluribacter humicola	5334
prok	Tellurirhabdus rosea	3326
prok	Tenacibaculum holothuriorum	292
prok	Tenacibaculum jejuense	1192
prok	Tenebrionicola larvae	11430
prok	Tenuifilum thalassicum	2666
prok	Tepidicella baoligensis	1698
prok	Tepidicella xavieri	2117
prok	Tepidimonas alkaliphilus	2103
prok	Tepidimonas aquatica	2894
prok	Tepidimonas charontis	737
prok	Tepidimonas fonticaldi	5084
prok	Terasakiispira papahanaumokuakeensis	1117
prok	Terrihabitans soli	12591
prok	Terrimicrobium sacchariphilum	4841
prok	Terrimonas ferruginea	1503
prok	Terrimonas sp.	2277
prok	Terrisporobacter glycolicus	2131
prok	Terrisporobacter othiniensis	453
prok	Tessaracoccus massiliensis	8665
prok	Tessaracoccus sp.	4858
prok	Tetragenococcus koreensis	4969
prok	Thalassobium sp.	35566
prok	Thalassolituus marinus	564
prok	Thauera aminoaromatica	1351
prok	Thauera aromatica	1193
prok	Thauera butanivorans	2817
prok	Thauera phenylacetica	356
prok	Thauera terpenica	1416
prok	Thermaurantimonas aggregans	274
prok	Thermoanaerobacter siderophilus	329
prok	Thermocrispum agreste	2352
prok	Thermoflavifilum aggregans	431
prok	Thermoflavifilum thermophilum	218
prok	Thermomonas alba	1673
prok	Thermomonas aquatica	645
prok	Thermomonas beijingensis	641
prok	Thermomonas fusca	762
prok	Thermomonas hydrothermalis	225
prok	Thermophilibacter gallinarum	1184
prok	Thermosediminibacter litoriperuensis	267
prok	Thiobacillus sp.	1231
prok	Thiocapsa rosea	733
prok	Thiomonas arsenitoxydans	1643
prok	Thiomonas delicata	2629
prok	Thiorhodococcus mannitoliphagus	505
prok	Thiorhodospira sibirica	1338
prok	Thiothrix eikelboomii	9700
prok	Thiothrix subterranea	1659
prok	Thiovulum sp.	2104
prok	Tianweitania sediminis	629
